support,itemsets,length,itemsets_str
0.022484851519855777,frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR'}),1,ROTATING SILVER ANGELS T-LIGHT HLDR
0.010716610746657319,frozenset({'ROUND CAKE TIN VINTAGE GREEN'}),1,ROUND CAKE TIN VINTAGE GREEN
0.013571035104411839,frozenset({'ROUND CAKE TIN VINTAGE RED'}),1,ROUND CAKE TIN VINTAGE RED
0.011918473634132907,frozenset({'ROUND CONTAINER SET OF 5 RETROSPOT'}),1,ROUND CONTAINER SET OF 5 RETROSPOT
0.029095097400971506,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),1,ROUND SNACK BOXES SET OF 4 FRUITS 
0.014472432270018529,frozenset({'ROUND SNACK BOXES SET OF 4 SKULLS'}),1,ROUND SNACK BOXES SET OF 4 SKULLS
0.03665681806800541,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),1,ROUND SNACK BOXES SET OF4 WOODLAND 
0.011567930291952527,frozenset({'S/6 WOODEN SKITTLES IN COTTON BAG'}),1,S/6 WOODEN SKITTLES IN COTTON BAG
0.01787771045119936,frozenset({'SAVE THE PLANET MUG'}),1,SAVE THE PLANET MUG
0.022334618658921328,frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),1,SCANDINAVIAN PAISLEY PICNIC BAG
0.022585006760478744,frozenset({'SCANDINAVIAN REDS RIBBONS'}),1,SCANDINAVIAN REDS RIBBONS
0.038609845260153236,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),1,SCOTTIE DOG HOT WATER BOTTLE
0.012319094596624768,frozenset({'SCOTTIE DOGS BABY BIB'}),1,SCOTTIE DOGS BABY BIB
0.011618007912264009,frozenset({'SET 12 COLOUR PENCILS DOLLY GIRL '}),1,SET 12 COLOUR PENCILS DOLLY GIRL 
0.01412188892783815,frozenset({'SET 12 COLOUR PENCILS SPACEBOY '}),1,SET 12 COLOUR PENCILS SPACEBOY 
0.01126746457008363,frozenset({'SET 12 KIDS  WHITE CHALK STICKS'}),1,SET 12 KIDS  WHITE CHALK STICKS
0.018478641894937153,frozenset({'SET 12 KIDS COLOUR  CHALK STICKS'}),1,SET 12 KIDS COLOUR  CHALK STICKS
0.017977865691822324,frozenset({'SET 12 RETRO WHITE CHALK STICKS'}),1,SET 12 RETRO WHITE CHALK STICKS
0.0186288747558716,frozenset({'SET 2 PANTRY DESIGN TEA TOWELS'}),1,SET 2 PANTRY DESIGN TEA TOWELS
0.01322049176223146,frozenset({'SET 2 TEA TOWELS I LOVE LONDON '}),1,SET 2 TEA TOWELS I LOVE LONDON 
0.01752716710901898,frozenset({'SET 20 NAPKINS FAIRY CAKES DESIGN '}),1,SET 20 NAPKINS FAIRY CAKES DESIGN 
0.010716610746657319,frozenset({'SET 3 PAPER VINTAGE CHICK PAPER EGG'}),1,SET 3 PAPER VINTAGE CHICK PAPER EGG
0.0215333767339376,"frozenset({'SET 3 RETROSPOT TEA,COFFEE,SUGAR'})",1,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
0.014873053232510392,frozenset({'SET 6 PAPER TABLE LANTERN HEARTS '}),1,SET 6 PAPER TABLE LANTERN HEARTS 
0.012319094596624768,frozenset({'SET 6 PAPER TABLE LANTERN STARS '}),1,SET 6 PAPER TABLE LANTERN STARS 
0.020281436226150532,frozenset({'SET 6 SCHOOL MILK BOTTLES IN CRATE'}),1,SET 6 SCHOOL MILK BOTTLES IN CRATE
0.019029495718363463,frozenset({'SET 7 BABUSHKA NESTING BOXES'}),1,SET 7 BABUSHKA NESTING BOXES
0.0186288747558716,frozenset({'SET OF 10 LED DOLLY LIGHTS'}),1,SET OF 10 LED DOLLY LIGHTS
0.027642846411938506,frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),1,SET OF 12 FAIRY CAKE BAKING CASES
0.022234463418298364,frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),1,SET OF 12 MINI LOAF BAKING CASES
0.014222044168461115,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),1,SET OF 2 TEA TOWELS APPLE AND PEARS
0.010416145024788421,frozenset({'SET OF 2 WOODEN MARKET CRATES'}),1,SET OF 2 WOODEN MARKET CRATES
0.02594020732134809,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'}),1,SET OF 20 KIDS COOKIE CUTTERS
0.030547348390004506,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),1,SET OF 20 VINTAGE CHRISTMAS NAPKINS
0.011167309329460664,frozenset({'SET OF 3 BIRD LIGHT PINK FEATHER '}),1,SET OF 3 BIRD LIGHT PINK FEATHER 
0.03445340277430017,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),1,SET OF 3 BUTTERFLY COOKIE CUTTERS
0.06935750413140368,frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),1,SET OF 3 CAKE TINS PANTRY DESIGN 
0.014873053232510392,frozenset({'SET OF 3 CAKE TINS SKETCHBOOK'}),1,SET OF 3 CAKE TINS SKETCHBOOK
0.01627522660123191,frozenset({'SET OF 3 HANGING OWLS OLLIE BEAK'}),1,SET OF 3 HANGING OWLS OLLIE BEAK
0.03430316991336572,frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),1,SET OF 3 HEART COOKIE CUTTERS
0.02113275577144574,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'}),1,SET OF 3 NOTEBOOKS IN PARCEL
0.043717762531924484,frozenset({'SET OF 3 REGENCY CAKE TINS'}),1,SET OF 3 REGENCY CAKE TINS
0.022284541038609846,frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),1,SET OF 3 WOODEN HEART DECORATIONS
0.014973208473133357,frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS'}),1,SET OF 3 WOODEN SLEIGH DECORATIONS
0.015974760879363014,frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),1,SET OF 3 WOODEN STOCKING DECORATION
0.01467274275126446,frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),1,SET OF 3 WOODEN TREE DECORATIONS
0.012218939356001803,frozenset({'SET OF 36 DOILIES PANTRY DESIGN'}),1,SET OF 36 DOILIES PANTRY DESIGN
0.018027943312133806,frozenset({'SET OF 36 PAISLEY FLOWER DOILIES'}),1,SET OF 36 PAISLEY FLOWER DOILIES
0.016725925184035255,frozenset({'SET OF 36 TEATIME PAPER DOILIES'}),1,SET OF 36 TEATIME PAPER DOILIES
0.0139716560669037,frozenset({'SET OF 4 ENGLISH ROSE COASTERS'}),1,SET OF 4 ENGLISH ROSE COASTERS
0.014923130852821874,frozenset({'SET OF 4 ENGLISH ROSE PLACEMATS'}),1,SET OF 4 ENGLISH ROSE PLACEMATS
0.011768240773198458,frozenset({'SET OF 4 JAM JAR MAGNETS'}),1,SET OF 4 JAM JAR MAGNETS
0.017677399969953426,frozenset({'SET OF 4 KNICK KNACK TINS DOILY '}),1,SET OF 4 KNICK KNACK TINS DOILY 
0.013721267965346286,frozenset({'SET OF 4 KNICK KNACK TINS LONDON '}),1,SET OF 4 KNICK KNACK TINS LONDON 
0.053733286594221046,frozenset({'SET OF 4 PANTRY JELLY MOULDS'}),1,SET OF 4 PANTRY JELLY MOULDS
0.012769793179428113,frozenset({'SET OF 5 LUCKY CAT MAGNETS '}),1,SET OF 5 LUCKY CAT MAGNETS 
0.010265912163853974,frozenset({'SET OF 5 MINI GROCERY MAGNETS'}),1,SET OF 5 MINI GROCERY MAGNETS
0.011167309329460664,frozenset({'SET OF 5 PANCAKE DAY MAGNETS'}),1,SET OF 5 PANCAKE DAY MAGNETS
0.011167309329460664,frozenset({'SET OF 6 3D KIT CARDS FOR KIDS'}),1,SET OF 6 3D KIT CARDS FOR KIDS
0.014772897991887425,frozenset({'SET OF 6 HERB TINS SKETCHBOOK'}),1,SET OF 6 HERB TINS SKETCHBOOK
0.02113275577144574,frozenset({'SET OF 6 RIBBONS VINTAGE CHRISTMAS'}),1,SET OF 6 RIBBONS VINTAGE CHRISTMAS
0.017727477590264912,frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),1,SET OF 6 SNACK LOAF BAKING CASES
0.02238469627923281,frozenset({'SET OF 6 SOLDIER SKITTLES'}),1,SET OF 6 SOLDIER SKITTLES
0.041764735339776655,frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),1,SET OF 6 SPICE TINS PANTRY DESIGN
0.01021583454354249,frozenset({'SET OF 6 T-LIGHTS SANTA'}),1,SET OF 6 T-LIGHTS SANTA
0.0189293404777405,frozenset({'SET OF 6 TEA TIME BAKING CASES'}),1,SET OF 6 TEA TIME BAKING CASES
0.0203815914667735,frozenset({'SET OF 60 I LOVE LONDON CAKE CASES '}),1,SET OF 60 I LOVE LONDON CAKE CASES 
0.03149882317592268,frozenset({'SET OF 60 PANTRY DESIGN CAKE CASES '}),1,SET OF 60 PANTRY DESIGN CAKE CASES 
0.01912965095898643,frozenset({'SET OF 60 VINTAGE LEAF CAKE CASES '}),1,SET OF 60 VINTAGE LEAF CAKE CASES 
0.025539586358856226,frozenset({'SET OF 72 PINK HEART PAPER DOILIES'}),1,SET OF 72 PINK HEART PAPER DOILIES
0.022685162001101707,frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'}),1,SET OF 72 RETROSPOT PAPER  DOILIES
0.011367619810706595,frozenset({'SET OF 9 BLACK SKULL BALLOONS'}),1,SET OF 9 BLACK SKULL BALLOONS
0.013320647002854425,frozenset({'SET OF 9 HEART SHAPED BALLOONS'}),1,SET OF 9 HEART SHAPED BALLOONS
0.023536481546396915,frozenset({'SET OF TEA COFFEE SUGAR TINS PANTRY'}),1,SET OF TEA COFFEE SUGAR TINS PANTRY
0.012018628874755872,frozenset({'SET/10 BLUE POLKADOT PARTY CANDLES'}),1,SET/10 BLUE POLKADOT PARTY CANDLES
0.017226701387150083,frozenset({'SET/10 PINK POLKADOT PARTY CANDLES'}),1,SET/10 PINK POLKADOT PARTY CANDLES
0.01897941809805198,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'}),1,SET/10 RED POLKADOT PARTY CANDLES
0.019730582402724222,frozenset({'SET/2 RED RETROSPOT TEA TOWELS '}),1,SET/2 RED RETROSPOT TEA TOWELS 
0.04937653362712204,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),1,SET/20 RED RETROSPOT PAPER NAPKINS 
0.015674295157494116,frozenset({'SET/20 STRAWBERRY PAPER NAPKINS '}),1,SET/20 STRAWBERRY PAPER NAPKINS 
0.023887024888577295,frozenset({'SET/3 RED GINGHAM ROSE STORAGE BOX'}),1,SET/3 RED GINGHAM ROSE STORAGE BOX
0.04401822825379338,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'}),1,SET/5 RED RETROSPOT LID GLASS BOWLS
0.010866843607591768,frozenset({'SET/6 COLLAGE PAPER PLATES'}),1,SET/6 COLLAGE PAPER PLATES
0.021433221493314638,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),1,SET/6 RED SPOTTY PAPER CUPS
0.026390905904151434,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),1,SET/6 RED SPOTTY PAPER PLATES
0.013120336521608492,frozenset({'SET3 BOOK BOX GREEN GINGHAM FLOWER '}),1,SET3 BOOK BOX GREEN GINGHAM FLOWER 
0.01286994842005108,frozenset({'SILVER BELLS TABLE DECORATION'}),1,SILVER BELLS TABLE DECORATION
0.014522509890330012,frozenset({'SILVER HANGING T-LIGHT HOLDER'}),1,SILVER HANGING T-LIGHT HOLDER
0.010666533126345835,frozenset({'SILVER STARS TABLE DECORATION'}),1,SILVER STARS TABLE DECORATION
0.01307025890129701,frozenset({'SINGLE ANTIQUE ROSE HOOK IVORY'}),1,SINGLE ANTIQUE ROSE HOOK IVORY
0.02538935349792178,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),1,SINGLE HEART ZINC T-LIGHT HOLDER
0.012319094596624768,frozenset({'SKETCHBOOK MAGNETIC SHOPPING LIST'}),1,SKETCHBOOK MAGNETIC SHOPPING LIST
0.020631979568330912,frozenset({'SKULL LUNCH BOX WITH CUTLERY '}),1,SKULL LUNCH BOX WITH CUTLERY 
0.02058190194801943,frozenset({'SKULL SHOULDER BAG'}),1,SKULL SHOULDER BAG
0.012619560318493666,frozenset({'SKULLS WRITING SET '}),1,SKULLS WRITING SET 
0.014522509890330012,frozenset({'SLEEPING CAT ERASERS'}),1,SLEEPING CAT ERASERS
0.011567930291952527,frozenset({'SMALL CERAMIC TOP STORAGE JAR '}),1,SMALL CERAMIC TOP STORAGE JAR 
0.012319094596624768,frozenset({'SMALL CHOCOLATES PINK BOWL'}),1,SMALL CHOCOLATES PINK BOWL
0.026390905904151434,frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),1,SMALL DOLLY MIX DESIGN ORANGE BOWL
0.027091992588512193,frozenset({'SMALL GLASS HEART TRINKET POT'}),1,SMALL GLASS HEART TRINKET POT
0.01307025890129701,frozenset({'SMALL HANGING IVORY/RED WOOD BIRD'}),1,SMALL HANGING IVORY/RED WOOD BIRD
0.023636636787019882,frozenset({'SMALL HEART MEASURING SPOONS'}),1,SMALL HEART MEASURING SPOONS
0.02238469627923281,frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),1,SMALL MARSHMALLOWS PINK BOWL
0.029495718363463368,frozenset({'SMALL POPCORN HOLDER'}),1,SMALL POPCORN HOLDER
0.012569482698182182,frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '}),1,SMALL PURPLE BABUSHKA NOTEBOOK 
0.013320647002854425,frozenset({'SMALL RED BABUSHKA NOTEBOOK '}),1,SMALL RED BABUSHKA NOTEBOOK 
0.011317542190395113,frozenset({'SMALL RED RETROSPOT WINDMILL'}),1,SMALL RED RETROSPOT WINDMILL
0.03149882317592268,frozenset({'SMALL WHITE HEART OF WICKER'}),1,SMALL WHITE HEART OF WICKER
0.010866843607591768,frozenset({'SMALL YELLOW BABUSHKA NOTEBOOK '}),1,SMALL YELLOW BABUSHKA NOTEBOOK 
0.02093244529019981,frozenset({'SOLDIERS EGG CUP '}),1,SOLDIERS EGG CUP 
0.026390905904151434,frozenset({'SPACEBOY BIRTHDAY CARD'}),1,SPACEBOY BIRTHDAY CARD
0.010716610746657319,frozenset({'SPACEBOY CHILDRENS BOWL'}),1,SPACEBOY CHILDRENS BOWL
0.010816765987280284,frozenset({'SPACEBOY CHILDRENS CUP'}),1,SPACEBOY CHILDRENS CUP
0.010416145024788421,frozenset({'SPACEBOY GIFT WRAP'}),1,SPACEBOY GIFT WRAP
0.04506985828033452,frozenset({'SPACEBOY LUNCH BOX '}),1,SPACEBOY LUNCH BOX 
0.011668085532575492,frozenset({'SPACEBOY MINI BACKPACK'}),1,SPACEBOY MINI BACKPACK
0.05713856477540187,frozenset({'SPOTTY BUNTING'}),1,SPOTTY BUNTING
0.011067154088837699,frozenset({'STAR WOODEN CHRISTMAS DECORATION'}),1,STAR WOODEN CHRISTMAS DECORATION
0.012569482698182182,frozenset({'STRAWBERRY   PICNIC BAG'}),1,STRAWBERRY   PICNIC BAG
0.011417697431018078,frozenset({'STRAWBERRY BATH SPONGE '}),1,STRAWBERRY BATH SPONGE 
0.03535479993990685,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),1,STRAWBERRY CERAMIC TRINKET BOX
0.03615604186489058,frozenset({'STRAWBERRY CHARLOTTE BAG'}),1,STRAWBERRY CHARLOTTE BAG
0.010165756923231009,frozenset({'STRAWBERRY FAIRY CAKE TEAPOT'}),1,STRAWBERRY FAIRY CAKE TEAPOT
0.02879463167910261,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),1,STRAWBERRY LUNCH BOX WITH CUTLERY
0.020631979568330912,frozenset({'STRAWBERRY SHOPPER BAG'}),1,STRAWBERRY SHOPPER BAG
0.026541138765085882,frozenset({'SUKI  SHOULDER BAG'}),1,SUKI  SHOULDER BAG
0.013721267965346286,frozenset({'SWALLOWS GREETING CARD'}),1,SWALLOWS GREETING CARD
0.018879262857429014,frozenset({'SWEETHEART CAKESTAND 3 TIER'}),1,SWEETHEART CAKESTAND 3 TIER
0.025489508738544744,frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),1,SWEETHEART CERAMIC TRINKET BOX
0.01842856427462567,frozenset({'SWEETHEART RECIPE BOOK STAND'}),1,SWEETHEART RECIPE BOOK STAND
0.017276779007461565,frozenset({'T-LIGHT GLASS FLUTED ANTIQUE'}),1,T-LIGHT GLASS FLUTED ANTIQUE
0.017927788071510842,frozenset({'TEA BAG PLATE RED RETROSPOT'}),1,TEA BAG PLATE RED RETROSPOT
0.018128098552756773,frozenset({'TEA PARTY BIRTHDAY CARD'}),1,TEA PARTY BIRTHDAY CARD
0.01577445039811708,frozenset({'TEA TIME OVEN GLOVE'}),1,TEA TIME OVEN GLOVE
0.023386248685462466,frozenset({'TEA TIME PARTY BUNTING'}),1,TEA TIME PARTY BUNTING
0.020281436226150532,frozenset({'TOILET METAL SIGN'}),1,TOILET METAL SIGN
0.02168360959487205,frozenset({'TOILET SIGN OCCUPIED OR VACANT'}),1,TOILET SIGN OCCUPIED OR VACANT
0.010265912163853974,frozenset({'TOOTHPASTE TUBE PEN'}),1,TOOTHPASTE TUBE PEN
0.023486403926085433,frozenset({'TOY TIDY PINK POLKADOT'}),1,TOY TIDY PINK POLKADOT
0.01432219940908408,frozenset({'TOY TIDY SPACEBOY  '}),1,TOY TIDY SPACEBOY  
0.017977865691822324,frozenset({'TRADITIONAL CHRISTMAS RIBBONS'}),1,TRADITIONAL CHRISTMAS RIBBONS
0.030497270769693025,frozenset({'TRADITIONAL KNITTING NANCY'}),1,TRADITIONAL KNITTING NANCY
0.01948019430116681,frozenset({'TRADITIONAL MODELLING CLAY'}),1,TRADITIONAL MODELLING CLAY
0.01286994842005108,frozenset({'TRADITIONAL NAUGHTS & CROSSES'}),1,TRADITIONAL NAUGHTS & CROSSES
0.013821423205969253,frozenset({'TRADITIONAL PICK UP STICKS GAME '}),1,TRADITIONAL PICK UP STICKS GAME 
0.020631979568330912,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME '}),1,TRADITIONAL WOODEN CATCH CUP GAME 
0.02133306625269167,frozenset({'TRADITIONAL WOODEN SKIPPING ROPE'}),1,TRADITIONAL WOODEN SKIPPING ROPE
0.012068706495067354,frozenset({'TRAVEL CARD WALLET I LOVE LONDON'}),1,TRAVEL CARD WALLET I LOVE LONDON
0.026741449246331813,frozenset({'TRAVEL CARD WALLET KEEP CALM'}),1,TRAVEL CARD WALLET KEEP CALM
0.011067154088837699,frozenset({'TRAVEL CARD WALLET PANTRY'}),1,TRAVEL CARD WALLET PANTRY
0.01091692122790325,frozenset({'TRAVEL CARD WALLET RETROSPOT'}),1,TRAVEL CARD WALLET RETROSPOT
0.013320647002854425,frozenset({'TRAVEL CARD WALLET SUKI'}),1,TRAVEL CARD WALLET SUKI
0.013921578446592218,frozenset({'TRAVEL CARD WALLET TRANSPORT'}),1,TRAVEL CARD WALLET TRANSPORT
0.011117231709149182,frozenset({'TRAVEL CARD WALLET UNION JACK'}),1,TRAVEL CARD WALLET UNION JACK
0.02043166908708498,frozenset({'TRAVEL CARD WALLET VINTAGE TICKET'}),1,TRAVEL CARD WALLET VINTAGE TICKET
0.023386248685462466,frozenset({'TRAVEL SEWING KIT'}),1,TRAVEL SEWING KIT
0.013370724623165907,frozenset({'TREASURE ISLAND BOOK BOX'}),1,TREASURE ISLAND BOOK BOX
0.010716610746657319,frozenset({'TREASURE TIN BUFFALO BILL '}),1,TREASURE TIN BUFFALO BILL 
0.018178176173068255,frozenset({'TREASURE TIN GYMKHANA DESIGN'}),1,TREASURE TIN GYMKHANA DESIGN
0.011367619810706595,frozenset({'TRIPLE HOOK ANTIQUE IVORY ROSE'}),1,TRIPLE HOOK ANTIQUE IVORY ROSE
0.01091692122790325,frozenset({'TRIPLE PHOTO FRAME CORNICE '}),1,TRIPLE PHOTO FRAME CORNICE 
0.010466222645099905,frozenset({'UNION STRIPE WITH FRINGE  HAMMOCK'}),1,UNION STRIPE WITH FRINGE  HAMMOCK
0.05193049226300766,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),1,VICTORIAN GLASS HANGING T-LIGHT
0.01307025890129701,frozenset({'VICTORIAN SEWING BOX MEDIUM'}),1,VICTORIAN SEWING BOX MEDIUM
0.014272121788772598,frozenset({'VICTORIAN SEWING BOX SMALL '}),1,VICTORIAN SEWING BOX SMALL 
0.0200811257449046,frozenset({'VINTAGE CHRISTMAS BUNTING'}),1,VINTAGE CHRISTMAS BUNTING
0.010716610746657319,frozenset({'VINTAGE CHRISTMAS GIFT SACK'}),1,VINTAGE CHRISTMAS GIFT SACK
0.017226701387150083,frozenset({'VINTAGE CHRISTMAS STOCKING '}),1,VINTAGE CHRISTMAS STOCKING 
0.015824528018428565,frozenset({'VINTAGE CREAM CAT FOOD CONTAINER'}),1,VINTAGE CREAM CAT FOOD CONTAINER
0.020832290049576842,frozenset({'VINTAGE CREAM DOG FOOD CONTAINER'}),1,VINTAGE CREAM DOG FOOD CONTAINER
0.010265912163853974,frozenset({'VINTAGE DOILY DELUXE SEWING KIT '}),1,VINTAGE DOILY DELUXE SEWING KIT 
0.012970103660674045,frozenset({'VINTAGE DOILY JUMBO BAG RED '}),1,VINTAGE DOILY JUMBO BAG RED 
0.02078221242926536,frozenset({'VINTAGE DOILY TRAVEL SEWING KIT'}),1,VINTAGE DOILY TRAVEL SEWING KIT
0.012619560318493666,frozenset({'VINTAGE DONKEY TAIL GAME '}),1,VINTAGE DONKEY TAIL GAME 
0.030447193149381543,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),1,VINTAGE HEADS AND TAILS CARD GAME 
0.010666533126345835,frozenset({'VINTAGE KID DOLLY CARD '}),1,VINTAGE KID DOLLY CARD 
0.01377134558565777,frozenset({'VINTAGE LEAF MAGNETIC NOTEPAD'}),1,VINTAGE LEAF MAGNETIC NOTEPAD
0.0218338424558065,frozenset({'VINTAGE PAISLEY STATIONERY SET'}),1,VINTAGE PAISLEY STATIONERY SET
0.019930892883970153,frozenset({'VINTAGE SNAKES & LADDERS'}),1,VINTAGE SNAKES & LADDERS
0.04637187640843307,frozenset({'VINTAGE SNAP CARDS'}),1,VINTAGE SNAP CARDS
0.023786869647954328,frozenset({'VINTAGE UNION JACK BUNTING'}),1,VINTAGE UNION JACK BUNTING
0.011067154088837699,frozenset({'VINTAGE UNION JACK MEMOBOARD'}),1,VINTAGE UNION JACK MEMOBOARD
0.010966998848214733,frozenset({'WALL ART STOP FOR TEA '}),1,WALL ART STOP FOR TEA 
0.01467274275126446,frozenset({'WALL TIDY RETROSPOT '}),1,WALL TIDY RETROSPOT 
0.01822825379337974,frozenset({'WASHROOM METAL SIGN'}),1,WASHROOM METAL SIGN
0.01682608042465822,frozenset({'WATERING CAN BLUE ELEPHANT'}),1,WATERING CAN BLUE ELEPHANT
0.011367619810706595,frozenset({'WATERING CAN GREEN DINOSAUR'}),1,WATERING CAN GREEN DINOSAUR
0.013921578446592218,frozenset({'WATERING CAN PINK BUNNY'}),1,WATERING CAN PINK BUNNY
0.11317542190395112,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),1,WHITE HANGING HEART T-LIGHT HOLDER
0.015373829435625219,frozenset({'WHITE METAL LANTERN'}),1,WHITE METAL LANTERN
0.024988732535429915,frozenset({'WHITE SKULL HOT WATER BOTTLE '}),1,WHITE SKULL HOT WATER BOTTLE 
0.018278331413691222,frozenset({'WHITE SPOT BLUE CERAMIC DRAWER KNOB'}),1,WHITE SPOT BLUE CERAMIC DRAWER KNOB
0.020481746707396463,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),1,WHITE SPOT RED CERAMIC DRAWER KNOB
0.014722820371575943,frozenset({'WHITE WICKER STAR '}),1,WHITE WICKER STAR 
0.02148329911362612,frozenset({'WHITE WOOD GARDEN PLANT LADDER'}),1,WHITE WOOD GARDEN PLANT LADDER
0.020281436226150532,frozenset({'WICKER STAR '}),1,WICKER STAR 
0.02719214782913516,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),1,WOOD 2 DRAWER CABINET WHITE FINISH
0.03430316991336572,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'}),1,WOOD BLACK BOARD ANT WHITE FINISH
0.02018128098552757,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),1,WOOD S/3 CABINET ANT WHITE FINISH
0.014021733687215184,frozenset({'WOOD STAMP SET THANK YOU'}),1,WOOD STAMP SET THANK YOU
0.029445640743151886,frozenset({'WOODEN BOX OF DOMINOES'}),1,WOODEN BOX OF DOMINOES
0.014973208473133357,frozenset({'WOODEN CROQUET GARDEN SET'}),1,WOODEN CROQUET GARDEN SET
0.0486253693224498,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),1,WOODEN FRAME ANTIQUE WHITE 
0.014522509890330012,frozenset({'WOODEN HAPPY BIRTHDAY GARLAND'}),1,WOODEN HAPPY BIRTHDAY GARLAND
0.026941759727577747,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),1,WOODEN HEART CHRISTMAS SCANDINAVIAN
0.05508538234263108,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),1,WOODEN PICTURE FRAME WHITE FINISH
0.017927788071510842,frozenset({'WOODEN ROUNDERS GARDEN SET '}),1,WOODEN ROUNDERS GARDEN SET 
0.02168360959487205,frozenset({'WOODEN SCHOOL COLOURING SET'}),1,WOODEN SCHOOL COLOURING SET
0.025639741599479193,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),1,WOODEN STAR CHRISTMAS SCANDINAVIAN
0.016926235665281186,frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),1,WOODEN TREE CHRISTMAS SCANDINAVIAN
0.0203815914667735,frozenset({'WOODEN UNION JACK BUNTING'}),1,WOODEN UNION JACK BUNTING
0.041814812960088134,frozenset({'WOODLAND CHARLOTTE BAG'}),1,WOODLAND CHARLOTTE BAG
0.0267915268666433,frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS'}),1,WORLD WAR 2 GLIDERS ASSTD DESIGNS
0.011768240773198458,frozenset({'WRAP ALPHABET DESIGN'}),1,WRAP ALPHABET DESIGN
0.012419249837247733,frozenset({'WRAP ENGLISH ROSE '}),1,WRAP ENGLISH ROSE 
0.02253492914016726,"frozenset({""YOU'RE CONFUSING ME METAL SIGN ""})",1,YOU'RE CONFUSING ME METAL SIGN 
0.022835394862036156,frozenset({'ZINC FOLKART SLEIGH BELLS'}),1,ZINC FOLKART SLEIGH BELLS
0.01021583454354249,frozenset({'ZINC HERB GARDEN CONTAINER'}),1,ZINC HERB GARDEN CONTAINER
0.0267915268666433,frozenset({'ZINC METAL HEART DECORATION'}),1,ZINC METAL HEART DECORATION
0.013721267965346286,frozenset({'ZINC T-LIGHT HOLDER STARS SMALL'}),1,ZINC T-LIGHT HOLDER STARS SMALL
0.013470879863788874,frozenset({'ZINC WILLIE WINKIE  CANDLE STICK'}),1,ZINC WILLIE WINKIE  CANDLE STICK
0.011818318393509941,"frozenset({'JAM MAKING SET PRINTED', '6 RIBBONS RUSTIC CHARM'})",2,"JAM MAKING SET PRINTED, 6 RIBBONS RUSTIC CHARM"
0.01036606740447694,"frozenset({'JAM MAKING SET WITH JARS', '6 RIBBONS RUSTIC CHARM'})",2,"JAM MAKING SET WITH JARS, 6 RIBBONS RUSTIC CHARM"
