CustomerID,Country,Recency,Frequency,Monetary,UniqueProducts,TotalQuantity,AvgOrderValue,AvgQuantityPerOrder,AvgUniqueProductsPerOrder,PurchaseFrequency,CustomerAge,Cluster
14027,United Kingdom,61,1,104.82,6,62,104.82,62.0,6.0,1.0,61,1
14029,United Kingdom,63,2,467.66,15,198,233.83,99.0,7.5,0.025,144,1
14030,United Kingdom,18,8,2360.09,210,1479,295.01125,184.875,26.25,0.022988505747126436,366,0
14032,United Kingdom,2,18,2929.84,53,2008,162.7688888888889,111.55555555555556,2.9444444444444446,0.04945054945054945,367,0
14034,United Kingdom,22,4,512.02,82,315,128.005,78.75,20.5,0.02962962962962963,157,1
14035,United Kingdom,29,5,1428.02,41,739,285.604,147.8,8.2,0.018656716417910446,298,1
14036,United Kingdom,285,1,626.65,38,268,626.65,268.0,38.0,1.0,285,1
14037,United Kingdom,176,2,147.20000000000002,27,46,73.60000000000001,23.0,13.5,0.010638297872340425,365,1
14038,United Kingdom,78,4,1554.48,64,963,388.62,240.75,16.0,0.03125,207,0
14039,United Kingdom,33,1,152.2,6,92,152.2,92.0,6.0,1.0,33,1
14040,United Kingdom,41,15,3542.19,147,1524,236.14600000000002,101.6,9.8,0.05172413793103448,331,0
14041,United Kingdom,266,1,141.41,21,94,141.41,94.0,21.0,1.0,266,1
14044,United Kingdom,27,4,652.82,165,308,163.205,77.0,41.25,0.014134275618374558,310,0
14045,United Kingdom,109,4,1659.75,4,535,414.9375,133.75,1.0,0.015151515151515152,374,1
14046,United Kingdom,284,1,154.99,14,460,154.99,460.0,14.0,1.0,284,1
14047,United Kingdom,9,7,1290.01,22,377,184.28714285714287,53.857142857142854,3.142857142857143,0.019230769230769232,373,1
14048,United Kingdom,277,2,375.13,84,274,187.565,137.0,42.0,0.07407407407407407,305,1
14050,United Kingdom,32,2,746.36,49,689,373.18,344.5,24.5,0.02702702702702703,106,1
14052,United Kingdom,20,1,225.36,56,89,225.36,89.0,56.0,1.0,20,1
14053,United Kingdom,124,2,260.25,2,215,130.125,107.5,1.0,0.05714285714285714,160,1
14054,United Kingdom,65,1,92.46,6,62,92.46,62.0,6.0,1.0,65,1
14055,United Kingdom,106,1,725.6400000000001,10,216,725.6400000000001,216.0,10.0,1.0,106,1
14059,United Kingdom,267,1,183.6,8,128,183.6,128.0,8.0,1.0,267,1
14064,United Kingdom,29,7,1188.32,59,1350,169.76,192.85714285714286,8.428571428571429,0.02857142857142857,274,0
14066,United Kingdom,267,1,152.55,7,45,152.55,45.0,7.0,1.0,267,1
14067,United Kingdom,64,2,374.7,51,361,187.35,180.5,25.5,0.0625,97,1
14068,United Kingdom,320,1,265.85,22,73,265.85,73.0,22.0,1.0,320,1
14073,United Kingdom,21,2,139.54,13,128,69.77,64.0,6.5,0.18181818181818182,32,1
14075,United Kingdom,5,3,942.26,33,754,314.08666666666664,251.33333333333334,11.0,0.01171875,261,1
14076,United Kingdom,129,1,122.47,43,81,122.47,81.0,43.0,1.0,129,1
14077,United Kingdom,41,5,499.41999999999996,33,268,99.88399999999999,53.6,6.6,0.02145922746781116,274,1
14078,United Kingdom,102,6,1049.37,46,310,174.89499999999998,51.666666666666664,7.666666666666667,0.02214022140221402,373,1
14079,United Kingdom,125,1,375.1,12,301,375.1,301.0,12.0,1.0,125,1
14080,United Kingdom,33,1,45.599999999999994,4,48,45.599999999999994,48.0,4.0,1.0,33,1
14081,United Kingdom,267,4,904.67,126,593,226.1675,148.25,31.5,0.039603960396039604,369,1
14082,United Kingdom,365,1,182.25,28,110,182.25,110.0,28.0,1.0,365,1
14083,United Kingdom,4,9,1018.43,162,732,113.15888888888888,81.33333333333333,18.0,0.02452316076294278,372,0
14089,United Kingdom,57,1,161.0,13,134,161.0,134.0,13.0,1.0,57,1
14090,United Kingdom,325,1,76.32000000000001,1,72,76.32000000000001,72.0,1.0,1.0,325,1
14092,United Kingdom,8,17,4063.1,117,2061,239.00588235294117,121.23529411764706,6.882352941176471,0.04657534246575343,373,0
14098,United Kingdom,37,1,147.35,21,104,147.35,104.0,21.0,1.0,37,1
14099,United Kingdom,16,12,3092.9700000000003,167,2177,257.7475,181.41666666666666,13.916666666666666,0.03550295857988166,355,0
14100,United Kingdom,138,1,194.9,24,64,194.9,64.0,24.0,1.0,138,1
14102,United Kingdom,5,8,1314.73,35,938,164.34125,117.25,4.375,0.20512820512820512,45,1
14104,United Kingdom,155,2,216.20999999999998,21,72,108.10499999999999,36.0,10.5,0.18181818181818182,166,1
14105,United Kingdom,85,2,1260.33,74,798,630.165,399.0,37.0,0.013071895424836602,239,0
14107,United Kingdom,52,8,2688.48,61,1788,336.06,223.5,7.625,0.02564102564102564,364,0
14108,United Kingdom,31,3,594.16,33,380,198.0533333333333,126.66666666666667,11.0,0.04285714285714286,102,1
14109,United Kingdom,23,2,80.2,9,56,40.1,28.0,4.5,0.04081632653061224,73,1
14110,United Kingdom,4,13,5669.65,94,2455,436.12692307692305,188.84615384615384,7.230769230769231,0.049429657794676805,267,0
14111,United Kingdom,14,5,688.6,10,457,137.72,91.4,2.0,0.022026431718061675,242,1
14112,United Kingdom,23,12,2774.17,117,1608,231.18083333333334,134.0,9.75,0.04743083003952569,276,0
14113,United Kingdom,4,8,1377.92,26,635,172.24,79.375,3.25,0.022792022792022793,355,1
14114,United Kingdom,274,2,386.53,15,101,193.265,50.5,7.5,0.03571428571428571,331,1
14116,United Kingdom,20,5,1382.74,61,707,276.548,141.4,12.2,0.04950495049504951,122,1
14117,United Kingdom,144,1,90.0,3,72,90.0,72.0,3.0,1.0,144,1
14119,United Kingdom,354,1,-19.9,1,-2,-19.9,-2.0,1.0,1.0,354,1
14121,United Kingdom,4,6,2740.3,148,2078,456.7166666666667,346.3333333333333,24.666666666666668,0.10714285714285714,60,0
14125,United Kingdom,11,3,2740.43,159,1640,913.4766666666666,546.6666666666666,53.0,0.04477611940298507,78,0
14127,United Kingdom,123,3,709.71,39,321,236.57000000000002,107.0,13.0,0.016042780748663103,311,1
14128,United Kingdom,61,2,637.5,40,564,318.75,282.0,20.0,0.010256410256410256,256,1
14129,United Kingdom,2,5,1123.8600000000001,31,592,224.77200000000002,118.4,6.2,0.019305019305019305,261,1
14132,United Kingdom,2,12,3580.13,100,3366,298.3441666666667,280.5,8.333333333333334,0.06629834254143646,184,0
14133,United Kingdom,130,5,590.3399999999999,26,342,118.06799999999998,68.4,5.2,0.026881720430107527,316,1
14138,United Kingdom,2,2,982.3800000000001,40,610,491.19000000000005,305.0,20.0,0.03225806451612903,64,1
14139,United Kingdom,46,1,415.82,26,510,415.82,510.0,26.0,1.0,46,1
14140,United Kingdom,4,3,920.05,60,809,306.68333333333334,269.6666666666667,20.0,0.1111111111111111,32,1
14141,United Kingdom,3,6,879.0300000000001,28,337,146.50500000000002,56.166666666666664,4.666666666666667,0.058823529411764705,105,1
14142,United Kingdom,373,1,311.81,22,313,311.81,313.0,22.0,1.0,373,1
14143,United Kingdom,134,1,115.8,7,30,115.8,30.0,7.0,1.0,134,1
14145,United Kingdom,47,5,3148.2,6,636,629.64,127.2,1.2,0.029411764705882353,217,0
14146,United Kingdom,9,6,2949.57,183,1886,491.595,314.3333333333333,30.5,0.017241379310344827,357,0
14147,United Kingdom,49,3,468.4,4,96,156.13333333333333,32.0,1.3333333333333333,0.012711864406779662,286,1
14148,United Kingdom,234,1,157.2,3,16,157.2,16.0,3.0,1.0,234,1
14149,United Kingdom,213,3,259.43,28,129,86.47666666666667,43.0,9.333333333333334,0.375,221,1
14150,United Kingdom,36,2,658.64,23,496,329.32,248.0,11.5,0.006172839506172839,360,1
14152,United Kingdom,75,3,611.09,47,699,203.6966666666667,233.0,15.666666666666666,0.0189873417721519,234,1
14155,United Kingdom,266,1,118.75,6,25,118.75,25.0,6.0,1.0,266,1
14157,United Kingdom,20,3,400.43,45,273,133.47666666666666,91.0,15.0,0.011320754716981131,285,1
14161,United Kingdom,216,3,1110.52,87,455,370.17333333333335,151.66666666666666,29.0,0.0196078431372549,369,1
14162,United Kingdom,174,2,289.36,25,142,144.68,71.0,12.5,0.01694915254237288,293,1
14163,United Kingdom,87,4,2445.91,36,893,611.4775,223.25,9.0,0.026490066225165563,239,0
14164,United Kingdom,71,2,1631.77,28,1033,815.885,516.5,14.0,0.2,81,0
14165,United Kingdom,276,1,122.53999999999999,23,54,122.53999999999999,54.0,23.0,1.0,276,1
14167,United Kingdom,39,4,574.84,27,150,143.71,37.5,6.75,0.013745704467353952,331,1
14171,United Kingdom,98,1,363.79,57,167,363.79,167.0,57.0,1.0,98,1
14173,United Kingdom,11,4,450.84,28,150,112.71,37.5,7.0,0.019230769230769232,219,1
14174,United Kingdom,33,1,134.46,26,94,134.46,94.0,26.0,1.0,33,1
14175,United Kingdom,51,7,3108.06,139,1461,444.00857142857143,208.71428571428572,19.857142857142858,0.025179856115107913,330,0
14176,United Kingdom,297,5,574.0,28,207,114.8,41.4,5.6,0.07142857142857142,368,1
14177,United Kingdom,85,5,554.46,37,204,110.89200000000001,40.8,7.4,0.05319148936170213,180,1
14178,United Kingdom,9,7,1620.93,191,1505,231.5614285714286,215.0,27.285714285714285,0.04046242774566474,182,0
14180,United Kingdom,11,31,4640.77,112,710,149.70225806451614,22.903225806451612,3.6129032258064515,0.08587257617728532,372,0
14184,United Kingdom,67,1,452.89,24,127,452.89,127.0,24.0,1.0,67,1
14185,United Kingdom,331,1,197.65,3,6,197.65,6.0,3.0,1.0,331,1
14188,United Kingdom,9,10,2018.91,34,1145,201.89100000000002,114.5,3.4,0.03322259136212625,310,0
14191,United Kingdom,2,14,4660.01,146,3657,332.85785714285714,261.2142857142857,10.428571428571429,0.06422018348623854,221,0
14193,United Kingdom,68,2,853.39,35,445,426.695,222.5,17.5,0.009950248756218905,270,1
14195,United Kingdom,202,3,962.7,7,702,320.90000000000003,234.0,2.3333333333333335,0.06,252,1
14196,United Kingdom,107,1,335.52,6,142,335.52,142.0,6.0,1.0,107,1
14198,United Kingdom,4,7,663.5,35,280,94.78571428571429,40.0,5.0,0.029787234042553193,239,1
14199,United Kingdom,218,1,185.39999999999998,2,28,185.39999999999998,28.0,2.0,1.0,218,1
14201,United Kingdom,60,9,688.04,32,578,76.44888888888889,64.22222222222223,3.5555555555555554,0.030100334448160536,359,1
14204,United Kingdom,2,1,161.03,36,82,161.03,82.0,36.0,1.0,2,1
14205,United Kingdom,11,4,218.78,35,99,54.695,24.75,8.75,0.011299435028248588,365,1
14206,United Kingdom,239,2,308.26,21,274,154.13,137.0,10.5,0.01652892561983471,361,1
14208,United Kingdom,95,1,151.74,10,114,151.74,114.0,10.0,1.0,95,1
14209,United Kingdom,11,7,2067.13,55,688,295.30428571428575,98.28571428571429,7.857142857142857,0.021806853582554516,332,0
14210,United Kingdom,91,7,1900.89,66,759,271.5557142857143,108.42857142857143,9.428571428571429,0.025,372,0
14211,United Kingdom,53,13,2208.3,87,1232,169.8692307692308,94.76923076923077,6.6923076923076925,0.05394190871369295,295,0
14214,United Kingdom,31,7,1000.23,64,748,142.89000000000001,106.85714285714286,9.142857142857142,0.028455284552845527,278,1
14215,United Kingdom,12,7,1777.92,98,1354,253.98857142857145,193.42857142857142,14.0,0.019662921348314606,368,0
14216,United Kingdom,3,4,1839.3,47,594,459.825,148.5,11.75,0.11764705882352941,38,1
14217,United Kingdom,2,24,1925.3600000000001,78,677,80.22333333333334,28.208333333333332,3.25,0.06593406593406594,366,0
14218,United Kingdom,43,1,169.48000000000002,12,160,169.48000000000002,160.0,12.0,1.0,43,1
14219,United Kingdom,4,1,89.94,7,78,89.94,78.0,7.0,1.0,4,1
14220,United Kingdom,247,2,632.4,21,272,316.2,136.0,10.5,0.01818181818181818,358,1
14221,United Kingdom,42,10,3427.85,123,2190,342.78499999999997,219.0,12.3,0.033783783783783786,339,0
14223,United Kingdom,92,4,975.23,50,583,243.8075,145.75,12.5,0.023391812865497075,264,1
14224,United Kingdom,110,4,1050.12,105,514,262.53,128.5,26.25,0.019138755980861243,320,1
14226,United Kingdom,29,7,2201.64,64,1301,314.52,185.85714285714286,9.142857142857142,0.029166666666666667,269,0
14227,United Kingdom,26,15,3315.71,117,1811,221.04733333333334,120.73333333333333,7.8,0.05813953488372093,285,0
14229,United Kingdom,52,5,1450.6,29,590,290.12,118.0,5.8,0.017793594306049824,334,1
14231,United Kingdom,179,5,822.0600000000001,47,402,164.412,80.4,9.4,0.045871559633027525,289,1
14232,United Kingdom,32,8,2043.93,81,1937,255.49125,242.125,10.125,0.034482758620689655,265,0
14233,United Kingdom,44,5,1447.51,30,671,289.502,134.2,6.0,0.018315018315018316,318,1
14234,United Kingdom,22,4,775.46,122,963,193.865,240.75,30.5,0.11428571428571428,57,0
14235,United Kingdom,10,6,3093.86,65,1947,515.6433333333333,324.5,10.833333333333334,0.024,260,0
14236,United Kingdom,81,2,490.86,15,310,245.43,155.0,7.5,0.006872852233676976,372,1
14237,United Kingdom,373,1,161.0,9,38,161.0,38.0,9.0,1.0,373,1
14238,United Kingdom,326,1,146.85,8,111,146.85,111.0,8.0,1.0,326,1
14239,United Kingdom,43,13,2323.5,83,986,178.73076923076923,75.84615384615384,6.384615384615385,0.04779411764705882,316,0
14240,United Kingdom,30,2,890.34,37,418,445.17,209.0,18.5,0.010256410256410256,226,1
14241,United Kingdom,184,1,213.70000000000002,10,146,213.70000000000002,146.0,10.0,1.0,184,1
14242,United Kingdom,235,2,280.55,13,123,140.275,61.5,6.5,0.02197802197802198,326,1
14243,United Kingdom,9,14,2535.88,99,1204,181.1342857142857,86.0,7.071428571428571,0.0392156862745098,366,0
14245,United Kingdom,176,5,1677.48,107,971,335.496,194.2,21.4,0.05747126436781609,264,0
14246,United Kingdom,111,3,1474.06,57,804,491.3533333333333,268.0,19.0,0.022222222222222223,246,0
14247,United Kingdom,278,1,136.76999999999998,19,47,136.76999999999998,47.0,19.0,1.0,278,1
14248,United Kingdom,318,1,302.58,8,102,302.58,102.0,8.0,1.0,318,1
14250,United Kingdom,7,3,1904.05,94,1200,634.6833333333333,400.0,31.333333333333332,0.036585365853658534,89,0
14251,United Kingdom,2,5,2879.7000000000003,37,1674,575.94,334.8,7.4,0.09090909090909091,58,0
14256,United Kingdom,254,3,935.0600000000001,51,410,311.68666666666667,136.66666666666666,17.0,0.02727272727272727,365,1
14257,United Kingdom,51,6,3087.27,89,1677,514.545,279.5,14.833333333333334,0.02247191011235955,319,0
14259,United Kingdom,142,1,120.0,5,68,120.0,68.0,5.0,1.0,142,1
14261,United Kingdom,51,2,1163.45,52,406,581.725,203.0,26.0,0.07407407407407407,79,1
14262,United Kingdom,8,8,2618.23,87,1645,327.27875,205.625,10.875,0.034482758620689655,241,0
14264,United Kingdom,155,3,319.47,17,66,106.49000000000001,22.0,5.666666666666667,0.013824884792626729,372,1
14265,Unspecified,109,2,530.18,31,330,265.09,165.0,15.5,0.05128205128205128,149,1
14267,United Kingdom,151,7,1279.09,25,461,182.72714285714284,65.85714285714286,3.5714285714285716,0.06422018348623854,261,1
14270,United Kingdom,332,1,492.65000000000003,29,197,492.65000000000003,197.0,29.0,1.0,332,1
14271,United Kingdom,226,1,112.32,10,88,112.32,88.0,10.0,1.0,226,1
14272,United Kingdom,74,2,437.96,33,599,218.98,299.5,16.5,0.011111111111111112,254,1
14273,United Kingdom,51,4,559.97,22,264,139.9925,66.0,5.5,0.021052631578947368,242,1
14276,United Kingdom,88,5,1019.39,52,723,203.878,144.6,10.4,0.024875621890547265,290,1
14277,France,15,4,3957.0,195,1624,989.25,406.0,48.75,0.02030456852791878,212,0
14280,United Kingdom,197,1,134.04,8,52,134.04,52.0,8.0,1.0,197,1
14282,United Kingdom,3,15,3729.34,70,2668,248.62266666666667,177.86666666666667,4.666666666666667,0.04120879120879121,368,0
14284,United Kingdom,31,3,578.45,24,157,192.8166666666667,52.333333333333336,8.0,0.05454545454545454,86,1
14285,United Kingdom,21,4,1910.01,18,541,477.5025,135.25,4.5,0.025806451612903226,177,1
14287,United Kingdom,8,4,151.23000000000002,10,236,37.807500000000005,59.0,2.5,0.021052631578947368,199,1
14289,United Kingdom,9,6,911.26,33,292,151.87666666666667,48.666666666666664,5.5,0.02142857142857143,290,1
14290,United Kingdom,11,6,2307.4500000000003,90,913,384.57500000000005,152.16666666666666,15.0,0.017142857142857144,362,0
14291,United Kingdom,2,12,3873.3,145,2748,322.77500000000003,229.0,12.083333333333334,0.04395604395604396,275,0
14292,United Kingdom,8,14,4819.33,67,1643,344.23785714285714,117.35714285714286,4.785714285714286,0.0440251572327044,326,0
14293,United Kingdom,3,4,1046.56,51,709,261.64,177.25,12.75,0.010958904109589041,369,1
14295,United Kingdom,40,2,154.70000000000002,7,82,77.35000000000001,41.0,3.5,0.00684931506849315,333,1
14297,United Kingdom,18,6,1284.06,49,861,214.01,143.5,8.166666666666666,0.023346303501945526,275,0
14299,United Kingdom,8,18,2855.35,94,2013,158.63055555555556,111.83333333333333,5.222222222222222,0.05027932960893855,366,0
14300,United Kingdom,19,1,43.2,3,32,43.2,32.0,3.0,1.0,19,1
14301,United Kingdom,108,2,632.04,13,600,316.02,300.0,6.5,0.2222222222222222,117,1
14304,United Kingdom,223,2,197.1,25,54,98.55,27.0,12.5,0.02564102564102564,301,1
14305,United Kingdom,71,5,1803.76,96,1069,360.752,213.8,19.2,0.078125,135,0
14306,United Kingdom,51,3,2083.42,33,1073,694.4733333333334,357.6666666666667,11.0,0.08823529411764706,86,0
14307,United Kingdom,89,6,2995.72,150,2058,499.28666666666663,343.0,25.0,0.02112676056338028,374,0
14309,United Kingdom,8,10,2319.68,75,1619,231.968,161.9,7.5,0.02857142857142857,358,0
14311,United Kingdom,225,2,229.71,20,125,114.855,62.5,10.0,0.11764705882352941,243,1
14312,United Kingdom,47,6,1611.59,74,1012,268.5983333333333,168.66666666666666,12.333333333333334,0.020689655172413793,337,0
14314,United Kingdom,107,1,120.0,8,296,120.0,296.0,8.0,1.0,107,1
14315,United Kingdom,21,7,2456.98,64,1010,350.9971428571429,144.28571428571428,9.142857142857142,0.02857142857142857,266,0
14317,United Kingdom,65,1,508.58000000000004,24,255,508.58000000000004,255.0,24.0,1.0,65,1
14320,United Kingdom,207,3,343.11,29,239,114.37,79.66666666666667,9.666666666666666,0.023809523809523808,333,1
14321,United Kingdom,11,5,1530.75,111,2406,306.15,481.2,22.2,0.015527950310559006,334,0
14323,United Kingdom,115,4,574.26,32,340,143.565,85.0,8.0,0.032520325203252036,239,1
14326,United Kingdom,235,2,166.85,8,99,83.425,49.5,4.0,0.2857142857142857,242,1
14327,United Kingdom,163,1,311.65,12,139,311.65,139.0,12.0,1.0,163,1
14329,United Kingdom,9,14,4928.74,218,3075,352.05285714285714,219.64285714285714,15.571428571428571,0.04375,329,0
14331,United Kingdom,124,2,462.65999999999997,27,252,231.32999999999998,126.0,13.5,0.2,135,1
14332,United Kingdom,23,3,866.31,22,481,288.77,160.33333333333334,7.333333333333333,0.024,148,1
14333,United Kingdom,64,2,351.45,15,52,175.725,26.0,7.5,0.6666666666666666,68,1
14334,United Kingdom,17,9,2539.46,98,1730,282.1622222222222,192.22222222222223,10.88888888888889,0.026392961876832845,358,0
14335,Germany,16,2,468.26,55,379,234.13,189.5,27.5,0.025,96,1
14336,United Kingdom,17,4,1614.91,77,1759,403.7275,439.75,19.25,0.015444015444015444,276,0
14338,United Kingdom,158,4,554.22,30,329,138.555,82.25,7.5,0.10526315789473684,196,1
14339,United Kingdom,235,4,289.90999999999997,15,150,72.47749999999999,37.5,3.75,0.5,243,1
14340,United Kingdom,219,1,134.7,6,58,134.7,58.0,6.0,1.0,219,1
14341,United Kingdom,45,9,2166.38,109,1401,240.7088888888889,155.66666666666666,12.11111111111111,0.03296703296703297,318,0
14342,United Kingdom,21,6,607.71,19,337,101.28500000000001,56.166666666666664,3.1666666666666665,0.031914893617021274,210,1
14344,United Kingdom,127,8,889.9300000000001,56,477,111.24125000000001,59.625,7.0,0.03319502074688797,369,1
14345,United Kingdom,39,1,108.97999999999999,6,50,108.97999999999999,50.0,6.0,1.0,39,1
14346,United Kingdom,121,2,1021.58,55,605,510.79,302.5,27.5,0.011363636363636364,297,1
14348,United Kingdom,260,1,409.57,18,183,409.57,183.0,18.0,1.0,260,1
14349,United Kingdom,10,1,133.5,31,86,133.5,86.0,31.0,1.0,10,1
14350,United Kingdom,271,2,258.7,19,166,129.35,83.0,9.5,0.6666666666666666,274,1
14351,United Kingdom,165,1,51.0,1,12,51.0,12.0,1.0,1.0,165,1
14352,United Kingdom,157,4,1078.96,44,538,269.74,134.5,11.0,0.034482758620689655,273,1
14353,United Kingdom,215,1,90.6,6,64,90.6,64.0,6.0,1.0,215,1
14354,United Kingdom,6,2,163.62,9,210,81.81,105.0,4.5,0.08333333333333333,30,1
14355,United Kingdom,366,1,174.4,11,92,174.4,92.0,11.0,1.0,366,1
14356,United Kingdom,60,4,666.9399999999999,36,266,166.73499999999999,66.5,9.0,0.19047619047619047,81,1
14357,United Kingdom,43,1,225.77,39,148,225.77,148.0,39.0,1.0,43,1
14359,United Kingdom,19,6,882.58,44,363,147.09666666666666,60.5,7.333333333333333,0.08823529411764706,88,1
14360,United Kingdom,32,4,2128.23,104,1151,532.0575,287.75,26.0,0.06451612903225806,95,0
14362,United Kingdom,22,1,161.2,37,100,161.2,100.0,37.0,1.0,22,1
14364,United Kingdom,109,8,3717.35,61,1967,464.66875,245.875,7.625,0.0784313725490196,211,0
14368,United Kingdom,320,1,155.0,8,36,155.0,36.0,8.0,1.0,320,1
14371,United Kingdom,295,1,100.5,4,34,100.5,34.0,4.0,1.0,295,1
14373,United Kingdom,358,1,76.55,4,17,76.55,17.0,4.0,1.0,358,1
14375,United Kingdom,185,1,257.68,57,194,257.68,194.0,57.0,1.0,185,1
14377,United Kingdom,191,2,617.05,11,219,308.525,109.5,5.5,0.02857142857142857,262,1
14379,United Kingdom,44,2,348.1,39,292,174.05,146.0,19.5,0.00796812749003984,295,1
14381,United Kingdom,52,1,202.68,56,146,202.68,146.0,56.0,1.0,52,1
14383,United Kingdom,38,3,1247.69,49,817,415.8966666666667,272.3333333333333,16.333333333333332,0.024,164,1
14385,United Kingdom,9,3,202.11,13,159,67.37,53.0,4.333333333333333,0.21428571428571427,24,1
14386,United Kingdom,297,1,142.4,7,54,142.4,54.0,7.0,1.0,297,1
14387,United Kingdom,33,3,1770.56,125,819,590.1866666666666,273.0,41.666666666666664,0.039473684210526314,109,0
14388,United Kingdom,9,10,3172.04,124,1933,317.204,193.3,12.4,0.027472527472527472,373,0
14389,United Kingdom,9,5,999.72,34,702,199.94400000000002,140.4,6.8,0.016181229773462782,319,1
14390,United Kingdom,10,13,4592.47,135,2125,353.2669230769231,163.46153846153845,10.384615384615385,0.03591160220994475,373,0
14393,United Kingdom,218,1,67.95,5,13,67.95,13.0,5.0,1.0,218,1
14395,United Kingdom,2,12,3471.91,181,1689,289.3258333333333,140.75,15.083333333333334,0.032520325203252036,372,0
14396,United Kingdom,65,2,487.99,71,225,243.995,112.5,35.5,0.006535947712418301,371,1
14397,United Kingdom,1,23,2556.68,18,1852,111.16,80.52173913043478,0.782608695652174,0.10849056603773585,214,0
14400,United Kingdom,141,2,559.7,25,450,279.85,225.0,12.5,0.25,149,1
14403,United Kingdom,130,5,1426.31,17,513,285.262,102.6,3.4,0.04310344827586207,247,1
14404,United Kingdom,34,7,1434.72,70,831,204.96,118.71428571428571,10.0,0.020895522388059702,369,0
14406,United Kingdom,119,1,156.75,8,77,156.75,77.0,8.0,1.0,119,1
14407,United Kingdom,107,9,2111.08,67,1412,234.56444444444443,156.88888888888889,7.444444444444445,0.05325443786982249,277,0
14408,United Kingdom,11,7,2606.53,60,1616,372.3614285714286,230.85714285714286,8.571428571428571,0.02766798418972332,264,0
14409,United Kingdom,71,7,1908.25,40,1158,272.60714285714283,165.42857142857142,5.714285714285714,0.02356902356902357,368,0
14410,United Kingdom,16,15,576.3,197,293,38.419999999999995,19.533333333333335,13.133333333333333,0.05172413793103448,306,0
14411,United Kingdom,311,1,1063.0,14,196,1063.0,196.0,14.0,1.0,311,1
14412,United Kingdom,35,3,761.3299999999999,43,784,253.77666666666664,261.3333333333333,14.333333333333334,0.08108108108108109,73,1
14413,United Kingdom,362,1,122.7,22,68,122.7,68.0,22.0,1.0,362,1
14414,United Kingdom,92,8,1485.1299999999999,79,2509,185.64124999999999,313.625,9.875,0.0299625468164794,359,0
14416,United Kingdom,22,2,490.22,13,326,245.11,163.0,6.5,0.1,42,1
14418,United Kingdom,4,3,1937.25,114,1711,645.75,570.3333333333334,38.0,0.028846153846153848,108,0
14419,United Kingdom,11,6,1058.06,112,487,176.34333333333333,81.16666666666667,18.666666666666668,0.01694915254237288,365,0
14420,United Kingdom,85,2,385.87,29,333,192.935,166.5,14.5,0.15384615384615385,99,1
14421,United Kingdom,57,2,813.11,25,365,406.555,182.5,12.5,0.012987012987012988,212,1
14422,United Kingdom,1,6,4263.64,189,2906,710.6066666666667,484.3333333333333,31.5,0.022556390977443608,267,0
14423,United Kingdom,218,1,265.2,3,120,265.2,120.0,3.0,1.0,218,1
14424,United Kingdom,18,1,322.08,1,48,322.08,48.0,1.0,1.0,18,1
14426,United Kingdom,19,16,3918.9,187,2339,244.93125,146.1875,11.6875,0.047058823529411764,360,0
14427,United Kingdom,50,2,363.34000000000003,16,228,181.67000000000002,114.0,8.0,0.15384615384615385,64,1
14428,United Kingdom,7,7,1230.14,108,428,175.73428571428573,61.142857142857146,15.428571428571429,0.022082018927444796,325,0
14431,United Kingdom,299,2,397.76,17,122,198.88,61.0,8.5,0.5,303,1
14434,United Kingdom,22,6,1372.8,3,368,228.79999999999998,61.333333333333336,0.5,0.12,72,1
14436,United Kingdom,99,1,89.06,9,129,89.06,129.0,9.0,1.0,99,1
14437,United Kingdom,143,2,-43.400000000000006,6,59,-21.700000000000003,29.5,3.0,0.009009009009009009,366,1
14438,United Kingdom,306,1,131.9,9,82,131.9,82.0,9.0,1.0,306,1
14440,United Kingdom,8,5,2357.6800000000003,33,588,471.53600000000006,117.6,6.6,0.014005602240896359,366,0
14441,United Kingdom,1,10,1545.14,45,430,154.514,43.0,4.5,0.027472527472527472,365,0
14442,Channel Islands,2,5,1544.62,59,475,308.924,95.0,11.8,0.015873015873015872,317,1
14443,United Kingdom,54,7,1400.88,86,931,200.1257142857143,133.0,12.285714285714286,0.0220125786163522,372,0
14446,United Kingdom,1,4,1039.58,233,933,259.895,233.25,58.25,0.0163265306122449,247,0
14447,United Kingdom,19,5,1163.23,54,571,232.64600000000002,114.2,10.8,0.019157088122605363,281,1
14448,United Kingdom,9,2,375.35,20,104,187.675,52.0,10.0,0.005649717514124294,364,1
14449,United Kingdom,19,4,907.1,201,757,226.775,189.25,50.25,0.0113314447592068,372,0
14450,United Kingdom,181,3,483.25,32,241,161.08333333333334,80.33333333333333,10.666666666666666,0.02158273381294964,321,1
14451,United Kingdom,60,2,662.59,86,389,331.295,194.5,43.0,0.014925373134328358,195,1
14452,United Kingdom,11,2,264.44,55,119,132.22,59.5,27.5,0.024096385542168676,94,1
14453,United Kingdom,190,1,119.93,22,49,119.93,49.0,22.0,1.0,190,1
14457,United Kingdom,311,1,113.64,4,88,113.64,88.0,4.0,1.0,311,1
14460,United Kingdom,110,4,383.34,14,869,95.835,217.25,3.5,0.02,311,1
14461,United Kingdom,148,3,2103.06,173,766,701.02,255.33333333333334,57.666666666666664,0.02654867256637168,262,0
14462,United Kingdom,64,15,1965.9,151,932,131.06,62.13333333333333,10.066666666666666,0.05454545454545454,340,0
14463,United Kingdom,98,3,529.62,6,179,176.54,59.666666666666664,2.0,0.028037383177570093,205,1
