antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,rule_length,antecedents_str,consequents_str
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.041063648655415896,0.05809003956132005,0.027642846411938506,0.6731707317073171,11.588402018502943,1.0,0.02525745743701325,2.881963311789991,0.9528336515850905,0.3865546218487395,0.6530143198183537,0.5745164003364172,1,1,2,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS 
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.02614051780259402,0.030847814111873404,0.013520957484100355,0.5172413793103449,16.76752127183162,1.0,0.012714579650137817,2.0075295279111196,0.9656022351348107,0.3110599078341014,0.5018753218337352,0.4777765338110166,1,1,2,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX 
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.038359457158595824,0.09960438679953929,0.01963042716210126,0.5117493472584856,5.13781936420548,1.0,0.015809656953856124,1.8441257746298205,0.8374905812973527,0.16589081675835804,0.4577376371192825,0.35441665452416493,1,1,2,PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.038359457158595824,0.05338274325204066,0.029996494566578196,0.7819843342036553,14.648635243633015,1.0,0.027948761513793222,4.341968974065489,0.9689007621496258,0.48580697485806973,0.7696897407666927,0.6719490151318464,1,1,2,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER 
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.05338274325204066,0.038359457158595824,0.029996494566578196,0.5619136960600375,14.648635243633015,1.0,0.027948761513793222,2.195093830126203,0.9842776985430496,0.48580697485806973,0.5444386083748836,0.6719490151318464,1,1,2,ROSES REGENCY TEACUP AND SAUCER ,PINK REGENCY TEACUP AND SAUCER
frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),0.020531824327707948,0.022334618658921328,0.014021733687215184,0.6829268292682926,30.577053483539316,1.0,0.013563163220483863,3.083406202691094,0.9875723999912353,0.4861111111111111,0.675683340350281,0.6553647599256262,1,1,2,PINK VINTAGE PAISLEY PICNIC BAG,SCANDINAVIAN PAISLEY PICNIC BAG
frozenset({'SCANDINAVIAN PAISLEY PICNIC BAG'}),frozenset({'PINK VINTAGE PAISLEY PICNIC BAG'}),0.022334618658921328,0.020531824327707948,0.014021733687215184,0.6278026905829597,30.57705348353932,1.0,0.013563163220483863,2.6315831707821826,0.9893934626557686,0.4861111111111111,0.6200006098599684,0.6553647599256262,1,1,2,SCANDINAVIAN PAISLEY PICNIC BAG,PINK VINTAGE PAISLEY PICNIC BAG
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.03370223846962792,0.03525464469928389,0.017026390905904153,0.5052005943536405,14.330043563420238,1.0,0.015838230463086883,1.9497706429951414,0.9626603502097357,0.3278688524590164,0.4871191626601529,0.494077569904093,1,1,2,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.021182833391757222,0.0218338424558065,0.015674295157494116,0.739952718676123,33.89017394321904,1.0,0.015211792510450892,3.761493496738127,0.9914956084589838,0.5732600732600734,0.7341481512949112,0.7289213134665019,1,1,2,POPPY'S PLAYHOUSE BEDROOM ,POPPY'S PLAYHOUSE KITCHEN
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.0218338424558065,0.021182833391757222,0.015674295157494116,0.7178899082568808,33.89017394321904,1.0,0.015211792510450892,3.4696283304162114,0.9921554888106946,0.5732600732600734,0.7117846913937201,0.7289213134665019,1,1,2,POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE BEDROOM 
"frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.021182833391757222,0.016425459462166357,0.013020181280985527,0.6146572104018913,37.42100559303466,1.0,0.012672243509815394,2.5524664456902064,0.994339979063196,0.5295315682281059,0.6082220780263412,0.7036700686155798,1,1,2,POPPY'S PLAYHOUSE BEDROOM ,POPPY'S PLAYHOUSE LIVINGROOM 
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE BEDROOM ""})",0.016425459462166357,0.021182833391757222,0.013020181280985527,0.7926829268292683,37.42100559303466,1.0,0.012672243509815394,4.721353391875055,0.9895305346351627,0.5295315682281059,0.7881963248671677,0.7036700686155798,1,1,2,POPPY'S PLAYHOUSE LIVINGROOM ,POPPY'S PLAYHOUSE BEDROOM 
"frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})","frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.016425459462166357,0.0218338424558065,0.013120336521608492,0.798780487804878,36.58451275453121,1.0,0.012761705627447316,4.861189389007505,0.9889093192266839,0.5219123505976094,0.7942890268251476,0.6998489594987692,1,1,2,POPPY'S PLAYHOUSE LIVINGROOM ,POPPY'S PLAYHOUSE KITCHEN
"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})","frozenset({""POPPY'S PLAYHOUSE LIVINGROOM ""})",0.0218338424558065,0.016425459462166357,0.013120336521608492,0.6009174311926605,36.58451275453121,1.0,0.012761705627447316,2.464589078589054,0.9943771022849178,0.5219123505976094,0.5942528477921816,0.6998489594987692,1,1,2,POPPY'S PLAYHOUSE KITCHEN,POPPY'S PLAYHOUSE LIVINGROOM 
frozenset({'TOY TIDY PINK POLKADOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.023486403926085433,0.03745805999298913,0.01362111272472332,0.579957356076759,15.48284551269626,1.0,0.012741357597440437,2.291533857174051,0.9579102564102564,0.2878306878306878,0.5636110734871651,0.47179685985656133,1,1,2,TOY TIDY PINK POLKADOT,RECYCLING BAG RETROSPOT 
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.037107516650808754,0.11317542190395112,0.024788422054183985,0.6680161943319838,5.902484683458135,1.0,0.020588763201420814,2.6712886681673664,0.8625883339322076,0.19752593774940144,0.625648844351199,0.4435213715022751,1,1,2,RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03615604186489058,0.05178025940207321,0.02433772347138064,0.6731301939058172,12.999745495266213,1.0,0.022465554244664388,2.900909545388573,0.9577021356115357,0.3826771653543308,0.6552805303461983,0.5715747681327925,1,1,2,STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.041814812960088134,0.05178025940207321,0.025339275877610295,0.6059880239520958,11.703070454835013,1.0,0.02317409401568776,2.406575937383796,0.9544630318895115,0.3712399119589142,0.5844718695695486,0.5476748630398777,1,1,2,WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG
frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'RED SPOT CERAMIC DRAWER KNOB'}),0.021883920076117985,0.018478641894937153,0.011668085532575492,0.5331807780320366,28.85389419111582,1.0,0.011263700410231482,2.102572713195649,0.9869407658522736,0.40663176265270506,0.5243921916592723,0.5823085461975901,1,1,2,RED STRIPE CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB
frozenset({'RED SPOT CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.018478641894937153,0.021883920076117985,0.011668085532575492,0.6314363143631436,28.85389419111582,1.0,0.011263700410231482,2.653859069793474,0.9835166856442148,0.40663176265270506,0.623190239684498,0.5823085461975901,1,1,2,RED SPOT CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB
frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),frozenset({'RED SPOT CERAMIC DRAWER KNOB'}),0.020481746707396463,0.018478641894937153,0.010816765987280284,0.5281173594132029,28.579879539626692,1.0,0.010438291124491498,2.080011582720055,0.9851887355146558,0.3843416370106762,0.5192334464348086,0.5567416065358697,1,1,2,WHITE SPOT RED CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB
frozenset({'RED SPOT CERAMIC DRAWER KNOB'}),frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),0.018478641894937153,0.020481746707396463,0.010816765987280284,0.5853658536585366,28.579879539626692,1.0,0.010438291124491498,2.362367552058632,0.9831781462585034,0.3843416370106762,0.5766958451793107,0.5567416065358697,1,1,2,RED SPOT CERAMIC DRAWER KNOB,WHITE SPOT RED CERAMIC DRAWER KNOB
frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.020481746707396463,0.021883920076117985,0.011668085532575492,0.5696821515892421,26.031997448708406,1.0,0.011219864624611536,2.2730083902776577,0.9816925142842098,0.38009787928221866,0.5600544176267446,0.5514314648106393,1,1,2,WHITE SPOT RED CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB
frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),0.021883920076117985,0.020481746707396463,0.011668085532575492,0.5331807780320366,26.03199744870841,1.0,0.011219864624611536,2.0982817484748417,0.9830998146323542,0.38009787928221866,0.5234195785542811,0.5514314648106393,1,1,2,RED STRIPE CERAMIC DRAWER KNOB,WHITE SPOT RED CERAMIC DRAWER KNOB
frozenset({'REGENCY TEAPOT ROSES '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.020832290049576842,0.09960438679953929,0.011317542190395113,0.5432692307692308,5.454270120276909,1.0,0.009242554714376867,1.971392500481009,0.8340322128781814,0.10371730151445618,0.4927443420039361,0.3284470839617899,1,1,2,REGENCY TEAPOT ROSES ,REGENCY CAKESTAND 3 TIER
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY MILK JUG PINK '}),0.01612499374029746,0.01647553708247784,0.01216886173569032,0.7546583850931678,45.80478204232666,1.0,0.011903193803367327,4.00879591214484,0.9941996820004771,0.5955882352941179,0.7505485382854108,0.7466301044006873,1,1,2,REGENCY SUGAR BOWL GREEN,REGENCY MILK JUG PINK 
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.01647553708247784,0.01612499374029746,0.01216886173569032,0.7386018237082068,45.80478204232666,1.0,0.011903193803367327,3.7638939192958407,0.9945540301559762,0.5955882352941179,0.7343176982556717,0.7466301044006873,1,1,2,REGENCY MILK JUG PINK ,REGENCY SUGAR BOWL GREEN
frozenset({'REGENCY TEAPOT ROSES '}),frozenset({'REGENCY MILK JUG PINK '}),0.020832290049576842,0.01647553708247784,0.011317542190395113,0.5432692307692308,32.97429565115736,1.0,0.010974319023170375,2.1534009293352065,0.9903036403439891,0.4354527938342968,0.535618292730691,0.6150996609773206,1,1,2,REGENCY TEAPOT ROSES ,REGENCY MILK JUG PINK 
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY TEAPOT ROSES '}),0.01647553708247784,0.020832290049576842,0.011317542190395113,0.6869300911854104,32.974295651157355,1.0,0.010974319023170375,3.1276327822688277,0.9859168574157849,0.4354527938342968,0.6802693699627402,0.6150996609773206,1,1,2,REGENCY MILK JUG PINK ,REGENCY TEAPOT ROSES 
frozenset({'REGENCY TEAPOT ROSES '}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.020832290049576842,0.01612499374029746,0.011668085532575492,0.5600961538461539,34.7346586837076,1.0,0.011332164985930005,2.2365683202406355,0.9918733039659567,0.4613861386138615,0.5528864506618745,0.6418493191591018,1,1,2,REGENCY TEAPOT ROSES ,REGENCY SUGAR BOWL GREEN
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY TEAPOT ROSES '}),0.01612499374029746,0.020832290049576842,0.011668085532575492,0.7236024844720498,34.7346586837076,1.0,0.011332164985930005,3.542606770831869,0.9871277402375096,0.4613861386138615,0.7177219870312669,0.6418493191591018,1,1,2,REGENCY SUGAR BOWL GREEN,REGENCY TEAPOT ROSES 
frozenset({'REGENCY TEA PLATE GREEN '}),frozenset({'REGENCY TEA PLATE PINK'}),0.019079573338674945,0.015273674195002253,0.013921578446592218,0.7296587926509187,47.77231616539736,1.0,0.013630163259637645,3.642531360501983,0.9981109047824024,0.681372549019608,0.7254656443473452,0.8205671012434922,1,1,2,REGENCY TEA PLATE GREEN ,REGENCY TEA PLATE PINK
frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE GREEN '}),0.015273674195002253,0.019079573338674945,0.013921578446592218,0.9114754098360657,47.77231616539737,1.0,0.013630163259637645,11.080767782655721,0.9942532751666852,0.681372549019608,0.9097535459983865,0.8205671012434922,1,1,2,REGENCY TEA PLATE PINK,REGENCY TEA PLATE GREEN 
frozenset({'REGENCY TEA PLATE ROSES '}),frozenset({'REGENCY TEA PLATE GREEN '}),0.022284541038609846,0.019079573338674945,0.015974760879363014,0.7168539325842697,37.57180099678552,1.0,0.015549581344298145,3.464361824319759,0.9955701173830586,0.6291913214990138,0.7113465478749889,0.7770621368958095,1,1,2,REGENCY TEA PLATE ROSES ,REGENCY TEA PLATE GREEN 
frozenset({'REGENCY TEA PLATE GREEN '}),frozenset({'REGENCY TEA PLATE ROSES '}),0.019079573338674945,0.022284541038609846,0.015974760879363014,0.8372703412073492,37.57180099678552,1.0,0.015549581344298145,6.008219191359515,0.9923172846531976,0.6291913214990138,0.8335613318771541,0.7770621368958095,1,1,2,REGENCY TEA PLATE GREEN ,REGENCY TEA PLATE ROSES 
frozenset({'REGENCY TEA PLATE GREEN '}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.019079573338674945,0.05338274325204066,0.011417697431018078,0.5984251968503937,11.210087013044571,1.0,0.010399177466121113,2.3572625805292327,0.9285102049589975,0.1870385561936013,0.5757791226739414,0.4061544370743526,1,1,2,REGENCY TEA PLATE GREEN ,ROSES REGENCY TEACUP AND SAUCER 
frozenset({'REGENCY TEA PLATE ROSES '}),frozenset({'REGENCY TEA PLATE PINK'}),0.022284541038609846,0.015273674195002253,0.013470879863788874,0.604494382022472,39.57753545772702,1.0,0.01313051304437999,2.4897909942228638,0.996949707880264,0.5592515592515592,0.5983598614018889,0.743230797568613,1,1,2,REGENCY TEA PLATE ROSES ,REGENCY TEA PLATE PINK
frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE ROSES '}),0.015273674195002253,0.022284541038609846,0.013470879863788874,0.8819672131147541,39.57753545772702,1.0,0.01313051304437999,8.28342263842289,0.9898518153302621,0.5592515592515592,0.8792769554747247,0.743230797568613,1,1,2,REGENCY TEA PLATE PINK,REGENCY TEA PLATE ROSES 
frozenset({'REGENCY TEA PLATE ROSES '}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.022284541038609846,0.05338274325204066,0.01377134558565777,0.6179775280898876,11.576353900963383,1.0,0.012581735652904097,2.4779098779578934,0.9344405952580508,0.2224919093851133,0.5964340717572325,0.43797563083668867,1,1,2,REGENCY TEA PLATE ROSES ,ROSES REGENCY TEACUP AND SAUCER 
frozenset({'REGENCY TEAPOT ROSES '}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.020832290049576842,0.05338274325204066,0.011868396013821423,0.5697115384615385,10.672204232212442,1.0,0.01075631122275282,2.1999596581405094,0.9255806084555209,0.19036144578313252,0.5454462102067642,0.3960189962476548,1,1,2,REGENCY TEAPOT ROSES ,ROSES REGENCY TEACUP AND SAUCER 
frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.029095097400971506,0.03665681806800541,0.015423907055936702,0.5301204819277109,14.461715715320299,1.0,0.014357373363838393,2.050191900009117,0.9587467411894893,0.3064676616915423,0.512240780974916,0.47544275462505764,1,1,2,ROUND SNACK BOXES SET OF 4 FRUITS ,ROUND SNACK BOXES SET OF4 WOODLAND 
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.022234463418298364,0.027642846411938506,0.015323751815313737,0.6891891891891891,24.93191833137485,1.0,0.01470912795798985,3.128453450674632,0.9817187617684718,0.44347826086956516,0.6803532429787773,0.6217685076380728,1,1,2,SET OF 12 MINI LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES
frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.027642846411938506,0.022234463418298364,0.015323751815313737,0.5543478260869565,24.931918331374852,1.0,0.01470912795798985,2.194010472329672,0.9871792153025395,0.44347826086956516,0.5442136614151312,0.6217685076380728,1,1,2,SET OF 12 FAIRY CAKE BAKING CASES,SET OF 12 MINI LOAF BAKING CASES
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.017727477590264912,0.027642846411938506,0.012669637938805147,0.7146892655367231,25.854402071563083,1.0,0.012179599998506372,3.4080636868334024,0.9786712395430213,0.3874425727411944,0.7065782532576002,0.5865112994350281,1,1,2,SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.0189293404777405,0.027642846411938506,0.012970103660674045,0.6851851851851851,24.787070585077828,1.0,0.012446842809168574,3.088663899632665,0.9781725475156133,0.3859910581222057,0.6762354103601463,0.5771940418679549,1,1,2,SET OF 6 TEA TIME BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.022234463418298364,0.017727477590264912,0.011768240773198458,0.5292792792792792,29.856434824655157,1.0,0.011374079821219008,2.086741626554652,0.9884848121611681,0.4174067495559502,0.5207839881686427,0.5965605435944419,1,1,2,SET OF 12 MINI LOAF BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.017727477590264912,0.022234463418298364,0.011768240773198458,0.6638418079096045,29.856434824655157,1.0,0.011374079821219008,2.9086470584027087,0.9839493223271377,0.4174067495559502,0.6561975447962556,0.5965605435944419,1,1,2,SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 MINI LOAF BAKING CASES
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.022234463418298364,0.0189293404777405,0.011517852671641043,0.518018018018018,27.365877782544445,1.0,0.011096968943256208,2.035492396391977,0.9853672549128766,0.38851351351351343,0.5087183809811546,0.5632418132418131,1,1,2,SET OF 12 MINI LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),0.0189293404777405,0.022234463418298364,0.011517852671641043,0.6084656084656084,27.365877782544445,1.0,0.011096968943256208,2.497266032620832,0.982047657198403,0.38851351351351343,0.5995620863226496,0.5632418132418131,1,1,2,SET OF 6 TEA TIME BAKING CASES,SET OF 12 MINI LOAF BAKING CASES
frozenset({'SET OF TEA COFFEE SUGAR TINS PANTRY'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.023536481546396915,0.06935750413140368,0.013571035104411839,0.5765957446808511,8.313386588831706,1.0,0.011938603488318909,2.197999864614273,0.9009164818557257,0.1710858585858586,0.545040918291644,0.3861318073584761,1,1,2,SET OF TEA COFFEE SUGAR TINS PANTRY,SET OF 3 CAKE TINS PANTRY DESIGN 
frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),0.015974760879363014,0.022284541038609846,0.01091692122790325,0.683385579937304,30.66635201296185,1.0,0.010560931013505106,3.0880319941453798,0.9830956883068376,0.3992673992673992,0.676169158254867,0.5866366101933711,1,1,2,SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN HEART DECORATIONS
frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),0.01467274275126446,0.022284541038609846,0.01056637788572287,0.7201365187713311,32.31551942324654,1.0,0.010239402547733352,3.4935442618986263,0.9834855464207363,0.40037950664136623,0.7137577414128616,0.5971469110710588,1,1,2,SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN HEART DECORATIONS
frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS'}),0.015974760879363014,0.014973208473133357,0.010165756923231009,0.6363636363636364,42.500152021891154,1.0,0.00992656349827585,2.7088236766988834,0.9923227917121046,0.48915662650602415,0.630836067846744,0.657646701124962,1,1,2,SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN SLEIGH DECORATIONS
frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS'}),frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),0.014973208473133357,0.015974760879363014,0.010165756923231009,0.6789297658862876,42.50015202189115,1.0,0.00992656349827585,3.064828609344484,0.9913138209020261,0.48915662650602415,0.6737174806607266,0.657646701124962,1,1,2,SET OF 3 WOODEN SLEIGH DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION
frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),0.015974760879363014,0.01467274275126446,0.010966998848214733,0.6865203761755485,46.788823862967675,1.0,0.010732605291318876,3.1431939506234654,0.9945145061405649,0.5572519083969466,0.6818522764713116,0.7169803246065456,1,1,2,SET OF 3 WOODEN STOCKING DECORATION,SET OF 3 WOODEN TREE DECORATIONS
frozenset({'SET OF 3 WOODEN TREE DECORATIONS'}),frozenset({'SET OF 3 WOODEN STOCKING DECORATION'}),0.01467274275126446,0.015974760879363014,0.010966998848214733,0.7474402730375427,46.788823862967675,1.0,0.010732605291318876,3.896208041383063,0.9932003479193994,0.5572519083969466,0.7433401940095008,0.7169803246065456,1,1,2,SET OF 3 WOODEN TREE DECORATIONS,SET OF 3 WOODEN STOCKING DECORATION
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.017727477590264912,0.0189293404777405,0.01036606740447694,0.5847457627118644,30.890973903685765,1.0,0.0100304979453593,2.362578322931155,0.9850912677742191,0.3942857142857142,0.5767336090854587,0.566182405165456,1,1,2,SET OF 6 SNACK LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.0189293404777405,0.017727477590264912,0.01036606740447694,0.5476190476190476,30.89097390368576,1.0,0.0100304979453593,2.1713392600636245,0.9862980561171611,0.3942857142857142,0.5394547418763579,0.566182405165456,1,1,2,SET OF 6 TEA TIME BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES
frozenset({'SET OF 60 I LOVE LONDON CAKE CASES '}),frozenset({'SET OF 60 PANTRY DESIGN CAKE CASES '}),0.0203815914667735,0.03149882317592268,0.010416145024788421,0.511056511056511,16.224622367706626,1.0,0.009774148879132628,1.9808039144090421,0.9578885771472163,0.251207729468599,0.495154471007625,0.42087006792889137,1,1,2,SET OF 60 I LOVE LONDON CAKE CASES ,SET OF 60 PANTRY DESIGN CAKE CASES 
frozenset({'SET OF 60 VINTAGE LEAF CAKE CASES '}),frozenset({'SET OF 60 PANTRY DESIGN CAKE CASES '}),0.01912965095898643,0.03149882317592268,0.011367619810706595,0.5942408376963351,18.865493303590007,1.0,0.01076505831773236,2.3868867712696615,0.9654621232414108,0.28954081632653056,0.581044223782736,0.47756556988155385,1,1,2,SET OF 60 VINTAGE LEAF CAKE CASES ,SET OF 60 PANTRY DESIGN CAKE CASES 
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.021433221493314638,0.04937653362712204,0.014822975612198908,0.6915887850467289,14.00642641845652,1.0,0.013764677430396704,3.0823245727847857,0.9489431092214983,0.2647584973166368,0.6755695331927583,0.4958958124016606,1,1,2,SET/6 RED SPOTTY PAPER CUPS,SET/20 RED RETROSPOT PAPER NAPKINS 
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.026390905904151434,0.04937653362712204,0.018528719515248634,0.7020872865275142,14.219047692360984,1.0,0.017225628062422088,3.190946285213418,0.9548717321374456,0.32370953630796145,0.686613339549488,0.5386704181116273,1,1,2,SET/6 RED SPOTTY PAPER PLATES,SET/20 RED RETROSPOT PAPER NAPKINS 
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.026390905904151434,0.021433221493314638,0.01752716710901898,0.6641366223908919,30.986318253560093,1.0,0.01696152497736608,2.913585832050979,0.9939591752759123,0.5785123966942151,0.6567803189459966,0.7409468158683432,1,1,2,SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.021433221493314638,0.026390905904151434,0.01752716710901898,0.8177570093457944,30.986318253560093,1.0,0.01696152497736608,5.342367849654145,0.9889235088129721,0.5785123966942151,0.8128170825854423,0.7409468158683432,1,1,2,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES
frozenset({'SKULL LUNCH BOX WITH CUTLERY '}),frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.020631979568330912,0.02879463167910261,0.011317542190395113,0.5485436893203884,19.05020683832841,1.0,0.010723451937914253,2.151272106173171,0.9674679097767768,0.29697766097240474,0.5351587569371371,0.470793583790629,1,1,2,SKULL LUNCH BOX WITH CUTLERY ,STRAWBERRY LUNCH BOX WITH CUTLERY
frozenset({'SKULL SHOULDER BAG'}),frozenset({'SUKI  SHOULDER BAG'}),0.02058190194801943,0.026541138765085882,0.012769793179428113,0.6204379562043796,23.376463297066522,1.0,0.012223526063776337,2.5646896920996776,0.9773373916495731,0.37172011661807575,0.6100892817246389,0.5507850158380388,1,1,2,SKULL SHOULDER BAG,SUKI  SHOULDER BAG
