CustomerID,Recency,Frequency,Monetary,Country,UniqueProducts,TotalQuantity,AvgTransactionValue,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13808,6,5,1747.66,United Kingdom,70,782,349.53200000000004,4,3,4,434,11,Champions
13809,305,1,155.05,Cyprus,11,29,155.05,1,1,1,111,3,Hibernating
13810,29,4,899.51,Germany,32,311,224.8775,3,3,3,333,9,Loyal Customers
13811,184,4,591.75,Germany,7,67,147.9375,1,3,2,132,6,Others
13812,42,3,539.0,Germany,33,333,179.66666666666666,3,2,2,322,7,Promising
13813,40,5,1353.41,Germany,54,550,270.682,3,3,3,333,9,Loyal Customers
13814,56,3,1562.12,Germany,37,862,520.7066666666666,2,2,3,223,7,Needs Attention
13815,22,5,4014.91,Germany,132,2557,802.982,3,3,4,334,10,Loyal Customers
13816,24,4,555.04,Germany,27,260,138.76,3,3,2,332,8,Needs Attention
13817,29,2,382.98,Germany,20,211,191.49,3,2,2,322,7,Promising
13819,302,3,1140.35,United Kingdom,26,1109,380.1166666666666,1,2,3,123,6,Hibernating
13821,145,2,385.64,United Kingdom,51,153,192.82,1,2,2,122,5,Hibernating
13822,6,2,632.0,United Kingdom,90,611,316.0,4,2,2,422,8,Potential Loyalists
13823,19,2,957.66,United Kingdom,39,439,478.83,3,2,3,323,8,Needs Attention
13824,33,5,1698.94,United Kingdom,34,768,339.788,3,3,4,334,10,Loyal Customers
13826,158,2,174.65,United Kingdom,11,80,87.325,1,2,1,121,4,Hibernating
13827,58,3,412.05,United Kingdom,83,141,137.35,2,2,2,222,6,Needs Attention
13828,22,1,209.49,United Kingdom,15,311,209.49,3,1,1,311,5,Promising
13829,359,1,-102.0,United Kingdom,1,-12,-102.0,1,1,1,111,3,Hibernating
13831,16,6,2202.99,United Kingdom,58,745,367.16499999999996,4,4,4,444,12,Champions
13832,18,2,40.949999999999996,United Kingdom,3,25,20.474999999999998,3,2,1,321,6,Promising
13833,159,1,384.8,United Kingdom,28,118,384.8,1,1,2,112,4,Hibernating
13835,25,4,834.57,United Kingdom,48,442,208.6425,3,3,3,333,9,Loyal Customers
13837,212,2,271.24,United Kingdom,17,183,135.62,1,2,1,121,4,Hibernating
13838,6,4,691.73,United Kingdom,144,263,172.9325,4,3,3,433,10,Champions
13841,253,1,85.0,United Kingdom,1,100,85.0,1,1,1,111,3,Hibernating
13842,59,9,3385.62,United Kingdom,155,1768,376.18,2,4,4,244,10,Needs Attention
13844,11,1,361.62,United Kingdom,20,196,361.62,4,1,2,412,7,Promising
13845,65,1,312.98,United Kingdom,9,182,312.98,2,1,2,212,5,Hibernating
13846,25,4,847.61,United Kingdom,56,383,211.9025,3,3,3,333,9,Loyal Customers
13848,92,3,1255.0,United Kingdom,3,3700,418.3333333333333,2,2,3,223,7,Needs Attention
13849,52,2,1537.95,United Kingdom,97,1016,768.975,2,2,3,223,7,Needs Attention
13850,88,2,1586.81,United Kingdom,93,941,793.405,2,2,3,223,7,Needs Attention
13851,96,3,2651.46,United Kingdom,77,1705,883.82,2,2,4,224,8,Needs Attention
13853,9,2,1056.94,United Kingdom,23,304,528.47,4,2,3,423,9,Champions
13854,9,29,8025.0199999999995,United Kingdom,39,2278,276.72482758620686,4,4,4,444,12,Champions
13856,169,5,363.4,United Kingdom,10,484,72.67999999999999,1,3,2,132,6,Others
13858,57,1,216.17,United Kingdom,11,75,216.17,2,1,1,211,4,Hibernating
13859,326,1,201.16,United Kingdom,27,129,201.16,1,1,1,111,3,Hibernating
13860,1,6,1240.0,United Kingdom,58,589,206.66666666666666,4,4,3,443,11,Champions
13862,18,10,2187.31,United Kingdom,97,1682,218.731,3,4,4,344,11,Loyal Customers
13863,245,2,299.56,United Kingdom,20,219,149.78,1,2,2,122,5,Hibernating
13865,58,4,501.56,United Kingdom,26,204,125.39,2,3,2,232,7,Needs Attention
13866,74,1,145.67000000000002,United Kingdom,7,57,145.67000000000002,2,1,1,211,4,Hibernating
13867,31,3,1015.29,United Kingdom,51,513,338.43,3,2,3,323,8,Needs Attention
13868,7,2,3192.54,United Kingdom,32,1964,1596.27,4,2,4,424,10,Champions
13869,123,4,3104.95,United Kingdom,234,1721,776.2375,2,3,4,234,9,Needs Attention
13870,2,10,2751.25,United Kingdom,91,1320,275.125,4,4,4,444,12,Champions
13871,23,14,6389.8,United Kingdom,155,2801,456.4142857142857,3,4,4,344,11,Loyal Customers
13873,120,4,381.7,United Kingdom,21,138,95.425,2,3,2,232,7,Needs Attention
13874,358,1,540.45,United Kingdom,18,180,540.45,1,1,2,112,4,Hibernating
13875,54,5,1786.79,United Kingdom,79,1316,357.358,2,3,4,234,9,Needs Attention
13876,64,1,122.7,United Kingdom,7,36,122.7,2,1,1,211,4,Hibernating
13877,86,1,117.24,United Kingdom,3,108,117.24,2,1,1,211,4,Hibernating
13878,55,1,1281.53,United Kingdom,35,475,1281.53,2,1,3,213,6,Hibernating
13880,21,13,3219.77,United Kingdom,125,1842,247.67461538461538,3,4,4,344,11,Loyal Customers
13881,4,22,16989.52,United Kingdom,72,10062,772.2509090909091,4,4,4,444,12,Champions
13882,3,6,1131.28,United Kingdom,54,950,188.54666666666665,4,4,3,443,11,Champions
13883,1,9,2538.75,United Kingdom,110,1368,282.0833333333333,4,4,4,444,12,Champions
13884,7,6,781.3000000000001,United Kingdom,45,297,130.21666666666667,4,4,3,443,11,Champions
13885,189,2,506.8,United Kingdom,28,182,253.4,1,2,2,122,5,Hibernating
13886,71,1,243.56,United Kingdom,16,126,243.56,2,1,1,211,4,Hibernating
13887,204,1,349.55,United Kingdom,19,147,349.55,1,1,2,112,4,Hibernating
13888,120,2,605.63,United Kingdom,38,258,302.815,2,2,2,222,6,Needs Attention
13889,93,1,416.90000000000003,United Kingdom,15,146,416.90000000000003,2,1,2,212,5,Hibernating
13890,1,14,1860.8600000000001,United Kingdom,74,826,132.91857142857143,4,4,4,444,12,Champions
13892,27,4,632.97,United Kingdom,26,983,158.2425,3,3,2,332,8,Needs Attention
13893,298,1,821.1,United Kingdom,21,190,821.1,1,1,3,113,5,Hibernating
13894,22,5,535.97,United Kingdom,25,339,107.194,3,3,2,332,8,Needs Attention
13895,21,5,2588.12,United Kingdom,97,1364,517.624,3,3,4,334,10,Loyal Customers
13897,50,1,311.16,United Kingdom,17,200,311.16,3,1,2,312,6,Promising
13898,326,1,155.93,United Kingdom,12,133,155.93,1,1,1,111,3,Hibernating
13899,16,2,388.52,United Kingdom,19,156,194.26,4,2,2,422,8,Potential Loyalists
13900,183,3,740.95,United Kingdom,42,430,246.98333333333335,1,2,3,123,6,Hibernating
13901,72,5,2867.2,United Kingdom,144,1739,573.4399999999999,2,3,4,234,9,Needs Attention
13904,37,2,332.64,United Kingdom,24,332,166.32,3,2,2,322,7,Promising
13908,80,5,2347.05,United Kingdom,104,1470,469.41,2,3,4,234,9,Needs Attention
13911,57,9,2580.91,United Kingdom,120,2731,286.7677777777778,2,4,4,244,10,Needs Attention
13914,4,3,613.95,United Kingdom,28,379,204.65,4,2,2,422,8,Potential Loyalists
13917,50,2,272.04,United Kingdom,16,228,136.02,3,2,1,321,6,Promising
13918,50,2,1212.8400000000001,United Kingdom,30,1140,606.4200000000001,3,2,3,323,8,Needs Attention
13919,53,3,350.15999999999997,Denmark,24,437,116.71999999999998,2,2,2,222,6,Needs Attention
13922,352,1,172.25,United Kingdom,7,93,172.25,1,1,1,111,3,Hibernating
13923,54,1,351.13,United Kingdom,20,185,351.13,2,1,2,212,5,Hibernating
13924,2,11,1682.08,United Kingdom,91,1532,152.91636363636363,4,4,4,444,12,Champions
13925,36,6,616.65,United Kingdom,28,327,102.77499999999999,3,4,2,342,9,Needs Attention
13926,23,1,223.85000000000002,United Kingdom,11,104,223.85000000000002,3,1,1,311,5,Promising
13927,75,1,348.99,United Kingdom,21,214,348.99,2,1,2,212,5,Hibernating
13928,11,4,464.57,United Kingdom,23,129,116.1425,4,3,2,432,9,Champions
13929,169,3,802.85,United Kingdom,8,139,267.6166666666667,1,2,3,123,6,Hibernating
13930,58,2,337.34,United Kingdom,15,274,168.67,2,2,2,222,6,Needs Attention
13931,86,3,1230.93,United Kingdom,56,721,410.31,2,2,3,223,7,Needs Attention
13932,295,1,307.4,United Kingdom,16,72,307.4,1,1,2,112,4,Hibernating
13933,109,2,608.7900000000001,United Kingdom,23,205,304.39500000000004,2,2,2,222,6,Needs Attention
13934,264,1,922.1,United Kingdom,31,390,922.1,1,1,3,113,5,Hibernating
13936,171,2,361.28,United Kingdom,26,324,180.64,1,2,2,122,5,Hibernating
13937,169,1,158.85,United Kingdom,9,123,158.85,1,1,1,111,3,Hibernating
13938,35,1,71.66,United Kingdom,7,70,71.66,3,1,1,311,5,Promising
13939,23,4,556.75,United Kingdom,43,843,139.1875,3,3,2,332,8,Needs Attention
13940,17,4,839.14,United Kingdom,39,516,209.785,4,3,3,433,10,Champions
13941,22,7,4912.41,United Kingdom,24,2307,701.7728571428571,3,4,4,344,11,Loyal Customers
13946,79,3,561.5699999999999,United Kingdom,11,443,187.18999999999997,2,2,2,222,6,Needs Attention
13947,65,1,90.6,United Kingdom,5,44,90.6,2,1,1,211,4,Hibernating
13948,361,1,102.0,United Kingdom,3,40,102.0,1,1,1,111,3,Hibernating
13949,3,6,2427.32,United Kingdom,124,2474,404.55333333333334,4,4,4,444,12,Champions
13950,11,5,728.56,United Kingdom,33,321,145.712,4,3,3,433,10,Champions
13951,176,3,674.45,United Kingdom,38,459,224.8166666666667,1,2,3,123,6,Hibernating
13952,211,3,3246.091,United Kingdom,120,1425,1082.0303333333334,1,2,4,124,7,Hibernating
13953,7,7,3515.68,United Kingdom,8,2724,502.23999999999995,4,4,4,444,12,Champions
13954,2,3,378.59,United Kingdom,24,141,126.19666666666666,4,2,2,422,8,Potential Loyalists
13955,154,2,322.96,United Kingdom,33,154,161.48,1,2,2,122,5,Hibernating
13956,5,5,1026.42,United Kingdom,123,491,205.28400000000002,4,3,3,433,10,Champions
13958,372,1,-102.45,United Kingdom,5,-23,-102.45,1,1,1,111,3,Hibernating
13959,79,3,598.2,United Kingdom,79,357,199.4,2,2,2,222,6,Needs Attention
13960,21,2,230.22,United Kingdom,11,142,115.11,3,2,1,321,6,Promising
13962,22,2,169.55,United Kingdom,11,87,84.775,3,2,1,321,6,Promising
13963,308,4,664.54,United Kingdom,35,460,166.135,1,3,3,133,7,At Risk
13967,146,1,80.7,United Kingdom,2,42,80.7,1,1,1,111,3,Hibernating
13969,7,20,8986.69,United Kingdom,334,4483,449.33450000000005,4,4,4,444,12,Champions
13971,9,11,2702.2200000000003,United Kingdom,118,1818,245.65636363636366,4,4,4,444,12,Champions
13972,71,2,190.25,United Kingdom,15,187,95.125,2,2,1,221,5,Hibernating
13973,287,1,264.7,United Kingdom,11,109,264.7,1,1,1,111,3,Hibernating
13974,49,1,413.59000000000003,United Kingdom,28,249,413.59000000000003,3,1,2,312,6,Promising
13975,31,7,2503.23,United Kingdom,240,1725,357.6042857142857,3,4,4,344,11,Loyal Customers
13976,207,1,357.98,United Kingdom,10,154,357.98,1,1,2,112,4,Hibernating
13978,15,2,196.79000000000002,United Kingdom,14,315,98.39500000000001,4,2,1,421,7,Potential Loyalists
13979,73,1,869.87,United Kingdom,54,639,869.87,2,1,3,213,6,Hibernating
13980,60,1,200.14,United Kingdom,11,172,200.14,2,1,1,211,4,Hibernating
13982,39,5,1861.11,United Kingdom,72,1132,372.222,3,3,4,334,10,Loyal Customers
13983,30,13,2590.46,United Kingdom,91,1170,199.26615384615386,3,4,4,344,11,Loyal Customers
13984,27,6,488.03,United Kingdom,14,271,81.33833333333332,3,4,2,342,9,Needs Attention
13985,4,16,7024.53,United Kingdom,108,3439,439.033125,4,4,4,444,12,Champions
13986,17,1,320.46,United Kingdom,12,430,320.46,4,1,2,412,7,Promising
13988,20,9,4098.8,United Kingdom,188,3025,455.4222222222222,3,4,4,344,11,Loyal Customers
13989,66,2,1266.08,United Kingdom,33,1313,633.04,2,2,3,223,7,Needs Attention
13990,213,1,311.3,United Kingdom,16,190,311.3,1,1,2,112,4,Hibernating
13991,12,7,850.63,United Kingdom,58,996,121.51857142857143,4,4,3,443,11,Champions
13992,30,1,76.8,United Kingdom,5,64,76.8,3,1,1,311,5,Promising
13993,32,12,3409.66,United Kingdom,66,892,284.1383333333333,3,4,4,344,11,Loyal Customers
13994,4,6,2313.14,United Kingdom,122,940,385.5233333333333,4,4,4,444,12,Champions
13995,15,6,1383.49,United Kingdom,55,867,230.58166666666668,4,4,3,443,11,Champions
13999,10,15,3865.26,United Kingdom,102,2231,257.684,4,4,4,444,12,Champions
14000,206,2,633.71,United Kingdom,15,707,316.855,1,2,2,122,5,Hibernating
14001,46,4,2030.3300000000002,United Kingdom,35,959,507.58250000000004,3,3,4,334,10,Loyal Customers
14002,134,2,529.73,United Kingdom,47,877,264.865,2,2,2,222,6,Needs Attention
14004,43,7,4582.64,United Kingdom,102,2668,654.6628571428572,3,4,4,344,11,Loyal Customers
14005,10,5,2874.72,United Kingdom,53,2478,574.944,4,3,4,434,11,Champions
14006,116,3,962.19,United Kingdom,22,641,320.73,2,2,3,223,7,Needs Attention
14009,198,3,685.9300000000001,United Kingdom,42,361,228.64333333333335,1,2,3,123,6,Hibernating
14012,278,1,328.8,United Kingdom,11,160,328.8,1,1,2,112,4,Hibernating
14013,110,3,473.02,United Kingdom,30,462,157.67333333333332,2,2,2,222,6,Needs Attention
14014,77,1,505.18,United Kingdom,39,1076,505.18,2,1,2,212,5,Hibernating
14015,53,1,917.34,United Kingdom,20,378,917.34,2,1,3,213,6,Hibernating
14016,154,5,4328.46,EIRE,154,2124,865.692,1,3,4,134,8,At Risk
14019,47,4,1398.96,United Kingdom,37,1034,349.74,3,3,3,333,9,Loyal Customers
14020,17,2,642.8,United Kingdom,37,441,321.4,4,2,2,422,8,Potential Loyalists
14021,155,3,631.9,United Kingdom,22,192,210.63333333333333,1,2,2,122,5,Hibernating
14022,225,1,440.0,United Kingdom,28,487,440.0,1,1,2,112,4,Hibernating
14023,7,2,584.07,United Kingdom,30,345,292.035,4,2,2,422,8,Potential Loyalists
14024,122,2,327.7,United Kingdom,16,150,163.85,2,2,2,222,6,Needs Attention
14027,61,1,104.82,United Kingdom,6,62,104.82,2,1,1,211,4,Hibernating
14029,63,2,467.66,United Kingdom,15,198,233.83,2,2,2,222,6,Needs Attention
14030,18,8,2360.09,United Kingdom,210,1479,295.01125,3,4,4,344,11,Loyal Customers
14031,7,23,14634.640000000001,United Kingdom,121,5370,636.2886956521739,4,4,4,444,12,Champions
14032,2,18,2929.84,United Kingdom,53,2008,162.7688888888889,4,4,4,444,12,Champions
14034,22,4,512.02,United Kingdom,82,315,128.005,3,3,2,332,8,Needs Attention
14035,29,5,1428.02,United Kingdom,41,739,285.604,3,3,3,333,9,Loyal Customers
14036,285,1,626.65,United Kingdom,38,268,626.65,1,1,2,112,4,Hibernating
14037,176,2,147.20000000000002,United Kingdom,27,46,73.60000000000001,1,2,1,121,4,Hibernating
14038,78,4,1554.48,United Kingdom,64,963,388.62,2,3,3,233,8,Needs Attention
14039,33,1,152.2,United Kingdom,6,92,152.2,3,1,1,311,5,Promising
14040,41,15,3542.19,United Kingdom,147,1524,236.14600000000002,3,4,4,344,11,Loyal Customers
14041,266,1,141.41,United Kingdom,21,94,141.41,1,1,1,111,3,Hibernating
14044,27,4,652.82,United Kingdom,165,308,163.205,3,3,3,333,9,Loyal Customers
14045,109,4,1659.75,United Kingdom,4,535,414.9375,2,3,4,234,9,Needs Attention
14046,284,1,154.99,United Kingdom,14,460,154.99,1,1,1,111,3,Hibernating
14047,9,7,1290.01,United Kingdom,22,377,184.28714285714287,4,4,3,443,11,Champions
14048,277,2,375.13,United Kingdom,84,274,187.565,1,2,2,122,5,Hibernating
14049,17,6,5639.15,United Kingdom,352,3846,939.8583333333332,4,4,4,444,12,Champions
14050,32,2,746.36,United Kingdom,49,689,373.18,3,2,3,323,8,Needs Attention
14051,1,26,15477.34,United Kingdom,52,3741,595.2823076923077,4,4,4,444,12,Champions
14052,20,1,225.36,United Kingdom,56,89,225.36,3,1,1,311,5,Promising
14053,124,2,260.25,United Kingdom,2,215,130.125,2,2,1,221,5,Hibernating
14054,65,1,92.46,United Kingdom,6,62,92.46,2,1,1,211,4,Hibernating
14055,106,1,725.6400000000001,United Kingdom,10,216,725.6400000000001,2,1,3,213,6,Hibernating
14056,1,29,8124.4,United Kingdom,321,4232,280.151724137931,4,4,4,444,12,Champions
14057,24,18,6147.4,United Kingdom,179,4708,341.5222222222222,3,4,4,344,11,Loyal Customers
14059,267,1,183.6,United Kingdom,8,128,183.6,1,1,1,111,3,Hibernating
14060,5,20,6135.38,United Kingdom,86,5374,306.769,4,4,4,444,12,Champions
14062,10,12,10464.85,United Kingdom,60,5593,872.0708333333333,4,4,4,444,12,Champions
14064,29,7,1188.32,United Kingdom,59,1350,169.76,3,4,3,343,10,Loyal Customers
14066,267,1,152.55,United Kingdom,7,45,152.55,1,1,1,111,3,Hibernating
14067,64,2,374.7,United Kingdom,51,361,187.35,2,2,2,222,6,Needs Attention
14068,320,1,265.85,United Kingdom,22,73,265.85,1,1,1,111,3,Hibernating
14071,4,9,1307.41,United Kingdom,271,900,145.26777777777778,4,4,3,443,11,Champions
14073,21,2,139.54,United Kingdom,13,128,69.77,3,2,1,321,6,Promising
14075,5,3,942.26,United Kingdom,33,754,314.08666666666664,4,2,3,423,9,Champions
14076,129,1,122.47,United Kingdom,43,81,122.47,2,1,1,211,4,Hibernating
14077,41,5,499.41999999999996,United Kingdom,33,268,99.88399999999999,3,3,2,332,8,Needs Attention
14078,102,6,1049.37,United Kingdom,46,310,174.89499999999998,2,4,3,243,9,Needs Attention
14079,125,1,375.1,United Kingdom,12,301,375.1,2,1,2,212,5,Hibernating
14080,33,1,45.599999999999994,United Kingdom,4,48,45.599999999999994,3,1,1,311,5,Promising
14081,267,4,904.67,United Kingdom,126,593,226.1675,1,3,3,133,7,At Risk
14082,365,1,182.25,United Kingdom,28,110,182.25,1,1,1,111,3,Hibernating
14083,4,9,1018.43,United Kingdom,162,732,113.15888888888888,4,4,3,443,11,Champions
14085,2,19,4435.79,United Kingdom,272,3183,233.46263157894737,4,4,4,444,12,Champions
14087,3,2,181.67,United Kingdom,62,250,90.835,4,2,1,421,7,Potential Loyalists
14088,10,14,50415.49,United Kingdom,379,12593,3601.1064285714283,4,4,4,444,12,Champions
14089,57,1,161.0,United Kingdom,13,134,161.0,2,1,1,211,4,Hibernating
14090,325,1,76.32000000000001,United Kingdom,1,72,76.32000000000001,1,1,1,111,3,Hibernating
14092,8,17,4063.1,United Kingdom,117,2061,239.00588235294117,4,4,4,444,12,Champions
14093,12,1,442.85,United Kingdom,95,406,442.85,4,1,2,412,7,Promising
14096,4,34,57120.909999999996,United Kingdom,1121,16335,1680.0267647058822,4,4,4,444,12,Champions
14098,37,1,147.35,United Kingdom,21,104,147.35,3,1,1,311,5,Promising
14099,16,12,3092.9700000000003,United Kingdom,167,2177,257.7475,4,4,4,444,12,Champions
14100,138,1,194.9,United Kingdom,24,64,194.9,2,1,1,211,4,Hibernating
14101,74,6,5976.79,United Kingdom,15,6942,996.1316666666667,2,4,4,244,10,Needs Attention
14102,5,8,1314.73,United Kingdom,35,938,164.34125,4,4,3,443,11,Champions
14104,155,2,216.20999999999998,United Kingdom,21,72,108.10499999999999,1,2,1,121,4,Hibernating
14105,85,2,1260.33,United Kingdom,74,798,630.165,2,2,3,223,7,Needs Attention
14107,52,8,2688.48,United Kingdom,61,1788,336.06,2,4,4,244,10,Needs Attention
14108,31,3,594.16,United Kingdom,33,380,198.0533333333333,3,2,2,322,7,Promising
14109,23,2,80.2,United Kingdom,9,56,40.1,3,2,1,321,6,Promising
14110,4,13,5669.65,United Kingdom,94,2455,436.12692307692305,4,4,4,444,12,Champions
14111,14,5,688.6,United Kingdom,10,457,137.72,4,3,3,433,10,Champions
14112,23,12,2774.17,United Kingdom,117,1608,231.18083333333334,3,4,4,344,11,Loyal Customers
14113,4,8,1377.92,United Kingdom,26,635,172.24,4,4,3,443,11,Champions
14114,274,2,386.53,United Kingdom,15,101,193.265,1,2,2,122,5,Hibernating
14116,20,5,1382.74,United Kingdom,61,707,276.548,3,3,3,333,9,Loyal Customers
14117,144,1,90.0,United Kingdom,3,72,90.0,1,1,1,111,3,Hibernating
14119,354,1,-19.9,United Kingdom,1,-2,-19.9,1,1,1,111,3,Hibernating
14121,4,6,2740.3,United Kingdom,148,2078,456.7166666666667,4,4,4,444,12,Champions
14124,84,1,419.58000000000004,United Kingdom,4,1618,419.58000000000004,2,1,2,212,5,Hibernating
14125,11,3,2740.43,United Kingdom,159,1640,913.4766666666666,4,2,4,424,10,Champions
14126,8,4,643.6300000000001,United Kingdom,14,458,160.90750000000003,4,3,2,432,9,Champions
14127,123,3,709.71,United Kingdom,39,321,236.57000000000002,2,2,3,223,7,Needs Attention
14128,61,2,637.5,United Kingdom,40,564,318.75,2,2,2,222,6,Needs Attention
14129,2,5,1123.8600000000001,United Kingdom,31,592,224.77200000000002,4,3,3,433,10,Champions
14130,319,1,483.86,United Kingdom,66,258,483.86,1,1,2,112,4,Hibernating
14132,2,12,3580.13,United Kingdom,100,3366,298.3441666666667,4,4,4,444,12,Champions
14133,130,5,590.3399999999999,United Kingdom,26,342,118.06799999999998,2,3,2,232,7,Needs Attention
14135,2,15,4690.31,United Kingdom,95,3850,312.68733333333336,4,4,4,444,12,Champions
14138,2,2,982.3800000000001,United Kingdom,40,610,491.19000000000005,4,2,3,423,9,Champions
14139,46,1,415.82,United Kingdom,26,510,415.82,3,1,2,312,6,Promising
14140,4,3,920.05,United Kingdom,60,809,306.68333333333334,4,2,3,423,9,Champions
14141,3,6,879.0300000000001,United Kingdom,28,337,146.50500000000002,4,4,3,443,11,Champions
14142,373,1,311.81,United Kingdom,22,313,311.81,1,1,2,112,4,Hibernating
14143,134,1,115.8,United Kingdom,7,30,115.8,2,1,1,211,4,Hibernating
14145,47,5,3148.2,United Kingdom,6,636,629.64,3,3,4,334,10,Loyal Customers
14146,9,6,2949.57,United Kingdom,183,1886,491.595,4,4,4,444,12,Champions
14147,49,3,468.4,United Kingdom,4,96,156.13333333333333,3,2,2,322,7,Promising
14148,234,1,157.2,United Kingdom,3,16,157.2,1,1,1,111,3,Hibernating
14149,213,3,259.43,United Kingdom,28,129,86.47666666666667,1,2,1,121,4,Hibernating
14150,36,2,658.64,United Kingdom,23,496,329.32,3,2,3,323,8,Needs Attention
14152,75,3,611.09,United Kingdom,47,699,203.6966666666667,2,2,2,222,6,Needs Attention
14154,239,2,1345.62,United Kingdom,52,465,672.81,1,2,3,123,6,Hibernating
14155,266,1,118.75,United Kingdom,6,25,118.75,1,1,1,111,3,Hibernating
14156,10,66,113384.14,EIRE,716,57025,1717.9415151515152,4,4,4,444,12,Champions
14157,20,3,400.43,United Kingdom,45,273,133.47666666666666,3,2,2,322,7,Promising
14158,40,1,507.66,United Kingdom,41,781,507.66,3,1,2,312,6,Promising
14159,20,14,4678.3,United Kingdom,501,4395,334.1642857142857,3,4,4,344,11,Loyal Customers
14161,216,3,1110.52,United Kingdom,87,455,370.17333333333335,1,2,3,123,6,Hibernating
14162,174,2,289.36,United Kingdom,25,142,144.68,1,2,1,121,4,Hibernating
14163,87,4,2445.91,United Kingdom,36,893,611.4775,2,3,4,234,9,Needs Attention
14164,71,2,1631.77,United Kingdom,28,1033,815.885,2,2,4,224,8,Needs Attention
14165,276,1,122.53999999999999,United Kingdom,23,54,122.53999999999999,1,1,1,111,3,Hibernating
14167,39,4,574.84,United Kingdom,27,150,143.71,3,3,2,332,8,Needs Attention
14171,98,1,363.79,United Kingdom,57,167,363.79,2,1,2,212,5,Hibernating
14173,11,4,450.84,United Kingdom,28,150,112.71,4,3,2,432,9,Champions
14174,33,1,134.46,United Kingdom,26,94,134.46,3,1,1,311,5,Promising
14175,51,7,3108.06,United Kingdom,139,1461,444.00857142857143,2,4,4,244,10,Needs Attention
14176,297,5,574.0,United Kingdom,28,207,114.8,1,3,2,132,6,Others
14177,85,5,554.46,United Kingdom,37,204,110.89200000000001,2,3,2,232,7,Needs Attention
14178,9,7,1620.93,United Kingdom,191,1505,231.5614285714286,4,4,4,444,12,Champions
14179,41,2,719.78,United Kingdom,135,330,359.89,3,2,3,323,8,Needs Attention
14180,11,31,4640.77,United Kingdom,112,710,149.70225806451614,4,4,4,444,12,Champions
14184,67,1,452.89,United Kingdom,24,127,452.89,2,1,2,212,5,Hibernating
14185,331,1,197.65,United Kingdom,3,6,197.65,1,1,1,111,3,Hibernating
14188,9,10,2018.91,United Kingdom,34,1145,201.89100000000002,4,4,4,444,12,Champions
14189,2,24,4604.31,United Kingdom,176,3919,191.84625000000003,4,4,4,444,12,Champions
14191,2,14,4660.01,United Kingdom,146,3657,332.85785714285714,4,4,4,444,12,Champions
14193,68,2,853.39,United Kingdom,35,445,426.695,2,2,3,223,7,Needs Attention
14194,5,32,11216.75,United Kingdom,269,5783,350.5234375,4,4,4,444,12,Champions
14195,202,3,962.7,United Kingdom,7,702,320.90000000000003,1,2,3,123,6,Hibernating
14196,107,1,335.52,United Kingdom,6,142,335.52,2,1,2,212,5,Hibernating
14198,4,7,663.5,United Kingdom,35,280,94.78571428571429,4,4,3,443,11,Champions
14199,218,1,185.39999999999998,United Kingdom,2,28,185.39999999999998,1,1,1,111,3,Hibernating
14201,60,9,688.04,United Kingdom,32,578,76.44888888888889,2,4,3,243,9,Needs Attention
14204,2,1,161.03,United Kingdom,36,82,161.03,4,1,1,411,6,Promising
14205,11,4,218.78,United Kingdom,35,99,54.695,4,3,1,431,8,Champions
14206,239,2,308.26,United Kingdom,21,274,154.13,1,2,2,122,5,Hibernating
14208,95,1,151.74,United Kingdom,10,114,151.74,2,1,1,211,4,Hibernating
14209,11,7,2067.13,United Kingdom,55,688,295.30428571428575,4,4,4,444,12,Champions
14210,91,7,1900.89,United Kingdom,66,759,271.5557142857143,2,4,4,244,10,Needs Attention
14211,53,13,2208.3,United Kingdom,87,1232,169.8692307692308,2,4,4,244,10,Needs Attention
14212,90,1,1070.48,United Kingdom,9,1152,1070.48,2,1,3,213,6,Hibernating
14213,372,1,-1192.2,United Kingdom,5,-244,-1192.2,1,1,1,111,3,Hibernating
14214,31,7,1000.23,United Kingdom,64,748,142.89000000000001,3,4,3,343,10,Loyal Customers
14215,12,7,1777.92,United Kingdom,98,1354,253.98857142857145,4,4,4,444,12,Champions
14216,3,4,1839.3,United Kingdom,47,594,459.825,4,3,4,434,11,Champions
14217,2,24,1925.3600000000001,United Kingdom,78,677,80.22333333333334,4,4,4,444,12,Champions
14218,43,1,169.48000000000002,United Kingdom,12,160,169.48000000000002,3,1,1,311,5,Promising
14219,4,1,89.94,United Kingdom,7,78,89.94,4,1,1,411,6,Promising
14220,247,2,632.4,United Kingdom,21,272,316.2,1,2,2,122,5,Hibernating
14221,42,10,3427.85,United Kingdom,123,2190,342.78499999999997,3,4,4,344,11,Loyal Customers
14222,177,1,683.17,United Kingdom,41,607,683.17,1,1,3,113,5,Hibernating
14223,92,4,975.23,United Kingdom,50,583,243.8075,2,3,3,233,8,Needs Attention
14224,110,4,1050.12,United Kingdom,105,514,262.53,2,3,3,233,8,Needs Attention
14226,29,7,2201.64,United Kingdom,64,1301,314.52,3,4,4,344,11,Loyal Customers
14227,26,15,3315.71,United Kingdom,117,1811,221.04733333333334,3,4,4,344,11,Loyal Customers
14229,52,5,1450.6,United Kingdom,29,590,290.12,2,3,3,233,8,Needs Attention
14231,179,5,822.0600000000001,United Kingdom,47,402,164.412,1,3,3,133,7,At Risk
